Abraham	Abrahám
pták	ptát
ptát	pták,Pták,uptat,přeptat,optovat,putna,pnout,pustý,čtát,pantáta,reptat,optika,pat,půst,plný,punč,pást,Panák,utentovat,pnít,deptat,punk,pouťák,juta,pata,zupat,ztenknout,ztatařit,pádit,Úpa,punkt,tnout,atentát,přát,Jut,pátek,utájet,páv,plát,plát,pakt,patentář,puč,zptýlit,párat,pán,plátno,Pan,pan,ztátovatět,pouto,pouť,zupák,rozpárnout,potatit,zout,plantat,Poe,pár,Ota,pádlo,patent,panika
puchnout	napuchnout
puchýř	zpuchýřit,puchýřovatět
pudit	pudl
pulsovat	rozpulsovat,puls
pult	puls,punč,punk,Pulík,punkt,pole,puncovat
pumpa	pumpnout,pompa
pumpnout	pumpa
puncovat	punk,punktovat
punk	punč,punkt,puncovat,punktovat,pult,puntíčkář,puls,pan,Pan,pán,Panák,poník
punkt	punk,punč,punktovat,puncovat,puntíčkář
punktovat	punkt,puncovat
pupen	pupek
pusa	pustý,opus,vosa
pustý	pusa,půst,Pousta,Úpa,opus,přít,pouto,Zappa,puč,výpust,pást,op,Puk,Pju,pnout,přát,Poe,pouť,pnít,pop,Pop,zout,vně,přípoj,přepona,pudit,Jut,putna,pot,ptát,pozoun,Zuna,příst,uptat,Zuza,prostý,pod,opuka,proud,out,zápůjční,upír,oj,zupák,puška,Nat,zupat,pučit,Pound,optika,pták,Pták,přítel,Proust,zapovat,Pásek,punč,juta,punkt,zátka,pakt,příčit,punk,pár,vyzuzat,Ota,psát,pata,prát,řepa,past,růst,Zapata,vát,půda,Sup,optovat,pářit,nový,vata,pouhý,poustevna,Popper,Antily,oponář,pára,snout,pat,zapřádat,Pozník,podlý,pozice,pás,pudl,zpyt,příjice,pasta,uprat,sto,různý,puma,Zulu,Stoy,póza,puntíčkář,vápno,antika,záře,Pan,pan,nuance,pučet,nápoj,Zuáv,přesný,opice,dout,vůně,ovce,párat,přední,pointa,pásnout,příští,pauza,zpupnět,anténa,Stypa,rozpárnout,Stin,pojit,propan,příroda,prut,zet,čin,supat,poník,Vey,Zuzák,jatky,pantáta,tnout,Ob,pán,opora,Piave,půjčit,Putin,pouťák,zen,Vont,příčina,jíní,opřádat,půl,přímo,piano,původ,přísný,upřádat,tu,uniat,Opočno,zajíc,zařknout,Just,Panák,učout,Prus,zub,přepad,psout,kapusta,puncovat,necky,pupen,Novák,stínat,nouze,ústa,Joza,update,oponovat,vypučovat,střep,upchnout,ujec,suponovat,Jáva,řvát,propásnout,pošta,unita,vosa,zposupnět,cé,Updike,port,vset,parta,průsek,putyka,pastvit,Zuzana,povyk,Nostic,proponovat,zaplynout,attika,vous,papá,tknout,Telč,pravý,jiný,vana,lnout,uřknout,opat,teč,otec,nést,tečka,párkář,Párs,voj,zátinek,plný,rozpora,ropa,Ulč,povysát,nit,Kůst,pupkatý,zábnout,unie,um,pupek,přírodozpyt,set,rozpočtář,vypřádat,víko,zapchnout,pult,antuka,kost,Pšov,vina,znát,jet,Pikt,pozdě,Váh,upšít,uštknout,jít,stěna,nota,Jon,pozitivní,zuřit,panika,nápojář,žnout,dna,vzít,čtát,rap,vypočinout,Juan,zíta,Nick,ztenknout,zástěna,Antal,píár,proudit,vřít,pádit,prapor,zunět,nářadí,Čou,dopřádat,rapp,Onan,stejný,provoz,Navajo,přeptat,pádlo,Padova,vojna,Inuit,duet,pocta,Paka,pak,etika,tele,Poznaň,próza,Don,Vína,naprat,porta,spurt,poníkář,přívoz,vypočtovat,zívat,Voda,voda,výt,justice,zpátek,zvát,zvát,spára,zlý,pátek,Opasek,oko,obout,sud,dno,utentovat,nutit,Přerov,pinie,purpur,Stone,stín,nýt,nýt,Oset,pozápaďovat,dusný,Junona,příušní,anténář,čočka,sporý,plyn,zenit,opak,pudr,rozdout,pozřít,rozpřádat,provozář,punktovat,připlynout,dé,Queen,zeť,dýně,pokostovat,pozor,kynout,part,čina,Ján,účtař,povdat,Zeus,zpívat,Joyce,připásat,účet,sunout,Puškin,povinný,iont,zptýlit,část,připařovat,postupný,Praj,rozvoz,Čunek,pokoj,Justýna,přepásat,octnout,Vápeník,vápeník,zeď,přezka,antitéza,Anna,vuřt,počít,nynat,pospat,prvý,zápas,dát,sopka,Zita,Sova,sova,udit,vosk,páv,čáp,prst,píka,dock,Piast,odpočnout,osa,párkař,Pozdník,Doyle,dík,přísun,postlat,týn,postupář,přízeň,zem,půvab,veka,nop,bus,vpřádat,vyzírat,ničit,judo,práce,poezie,znuzit,Pareto,nula,routa,puls,spad,učit,nikl,sen,ven,Vaník,pájet,řinout,utájet,vyvářet,Apple,zostřet,dýka,Vujič,předek,osten,podrost,píst,Zátor,sprostý,zunčet,justovat,vzpouzet,Rusko,zvápnět,Pauk,Jusupov,nasupit,typ,dopink,Douba,zapchat,uperizovat,Zadov,potence,potkat,rozvářet,papat,nos,Nos,atika,zastřít,páčit,ovoce,Zour,sát,zakřoupnout,Dák,Teka,supět,čnít,rozvojář,spora,pas,překovit,Nara,nuda,uzda,zip,opajcnout,víno,pole,puchnout,Janus,rosa,Rojka,atentát,Zrůst,kostkář,závoj,náčelní,vozač,přetýkat,přenýtovat,dupat,záda,superponovat,píča,tlustý,zarout,oprať
puč	pučit,Puk,pučet,půst,punč,vypučovat,pouť,počít,pustý,příčit,čočka,učout,punk,půl,pot,Zappa,povyk,vypočinout,pop,Pop
pučet	pučit,puč,vypučovat,čučet,Puk,počít,vypoučet,účet
pučit	puč,pučet,Puk,počít,vypučovat
pyrolýza	tyrolsko,Tyroly,Rol,Rolin
pysk	vosk
pytel	Telč,zpyt,tele,pot,teč,telit,týl,přítel,týt,týn,otec,nýt,nýt,vytýčit,teta,potence,potentovat,tknout,tečka,tělo,výt,přírodozpyt,tetelit,tma,Teka,Tyl,cé,téci,potkat,přenýtovat,uzel,jetel,tenký,vytentovat,Tennant,odtínat,Tien
páchat	vypáchat
pádlo	pádit
pájet	napájet,pajcovat,pářit,opajcnout,pojit,pat,jet,páv,papája,pnout,povíjet,pnít,papat,zapovat,pán,utájet,pápěra,pan,Pan,paže,pařez,spíjet,pár,zupat,papír,pata,přípoj,přepona,supat,pop,Pop,pauza,zpívat,opat,rozpárnout,propan,papá,zpupnět,pára,pajdat,připařovat,oj,nápoj,pažit,pupek,pánev,papež,párat,Panák,řepařit,pátek,popel,Popel,jít,panika,spát,supět,Opava,pařák,zápůjční,op,povyk,Zapata,pupen,plynit,upejpat,přepad,zajíc,Nat,znát,plný,pentle,pábit,Párs,optovat,spára,opice,penále,zet,pero,opál
pálit	pálat,palice,páleničář,Palin,palec,Palec,paleničář,opál,pílit,opálka,pac,páčit,Ospalý,palác,Palau,paleta,píle,páteř,pátek,pat,Palata,Palovčík,páv,zapantlit,Nepál,panika,Palán,páter,palma,panel,pět,pole,pila,Pila,pánev,nopál,zápolit,pán,polovat,pakt,police,Pilát,Popel,popel,půl,Pan,pan,pach,puls,Pacov,palačinka,polní,valit,pata,papat,pilot,pápěra,Panák,pult,pít,supět,pájet,Palermo,spát,papá,zpět,zapylit,paťhat,paňák,pupalka,pancíř,palatála,pářit,palatin,plynit,vypulit,politika,zupat,opět,píce,Papák,supat,zplynět,zptýlit,pnít,patina,Pulík,patetika,poleno,pilíř,Palestina,poltit,populace,Pavel,Pěč,penále,zpátek,Polsko,páchat,punkt,uplatnit,úpět,pípat,Polena,opat,pěnice,pilule,zpaličatět,papula,pěna,pětník,znatel,zpaličkovatět,zpětit,opylit,píča,suplovat,nalítnout,odpalírovat,papír,zálik,pelyněk,pařák,zpívat,zapovat,vinopal,popanštit,políček,pacient,rozptýlit,Zapata,přát,patent,zopačit,Pacák,zopernit,Pelin,přítel,populární,Pallava,policie,odpínat,pátrat,pot,zpeřit,válka,Pilich,Panonie,panda,prát,pučit,přispat,pažit,pnout,Popper,pást,přispávat,zaplynout,přepeřit,plný,přitělovat,pec,popelka,zpolštit,rýpat,pak,Opava,nit,opice,perník,apolit,punč,čílit,puncovat,papája,nalejvat,pulzovat,pitvat,Paka,Val,pospat,polštář,papuč,upejpat,podpínat,puč,Pop,pop,piplat,pulsovat,telit,Říp,propan,zplnět,pupila,spět,zparnit,Peprník,uplvat,zapeřit,zpupnět,dupat,spolčit,pupen,přepona,plsť,naspat,poník,Apple,Piper,palisáda,pěší,záplet,patlat,Panýr,Nepil,plyn,pentlit,vyvánět,Nat,punk,pacht,zupák,Válek,upchnout,zunět,popolštit,píár,unita,zavánět,pepř,připlynout,vypeřit,patro,zúplnit,řepa,rozpínat,pančovat,Putin,Pawel,duál,pierot,napájet,Peřina,vypíčit,vně,pinie,přední,polopatě,vápenět,paspule,ustálit,křoupat,plíce,papež,Valina,prvý,láce,packat,nasupit,Doppler,připařovat,unitární,Piter,oplývat,Pepa,pepa,Polana,zípat,vzpínat,zpopulárnit,Pelé,uzlit,spelovat,vát,spolu,pouť,opeřit,pučet,pantáta,péci,balit,nítit,Vaník,znát,zalítnout,píka,out,pero,plít,plít,řeřavý,paleoslovenista,lať,picnout,Vaněk,pivoň,jalový,přít,Přerov,opajcnout,ovál,Sup,pás,zplanit,péče,znít,Peck,pajcovat,pakl,zpanštět,pulírovat,zpalčivět,Pikt,párat,záletničit,upload,vitální,spílat,přelítnout,přeonačit,čnět
pán	pan,Pan,pánev,propan,panika,Panák,páv,panel
pánbůh	pábit,pánev,přebobřit,Panonie,panda
pánev	panel,pán,Pan,pan,panika,Panák
pár	pára,párkář,Párs,pářit,párkař,párat,parkovat,Pareto
pára	pár,párat,spára,Párs,párkář,pářit,Pareto,párkař
párat	pára,pár,part,pářit,párkář,Párs,rozpárnout,párkař,Pareto,parta,spára,parkovat,port,uprat,padat,prát,pařák,pnout,spurt,pero,zparnit,porce,pádlo,pádit,pajdat,parírovat,půst,aparát,partie,parita,parádovat,parter,paranoia,pod,přepírat,zírat,Padova,vyzírat,pot,pat,porta,podlý,Nara,Parth,připařovat,sport,rozpora,pirát,paráda,parazit,Poe,pařez,Parker,parker,vně,vpírat,pán,spora,pan,Pan,proorat,řepařit,opora,pravý,perník,Perout,pudit,upřádat,partykovat,práce,přát,pustý,Panák,pnít,Nat,pájet,růst,Perota,přepad,pajcovat,nárt,Sporck,Úpa,out,Sparta,piano,povdat,záře,pouto,Piave,paruka,purpur,plný,výpar,parcela,oj,podrost,naprat,pouť,pást,partner,var,zet,dát,vuřt,oprať,zaplynout,užrat,Ota,ovce,ptát,dout,zapchat,rap,přít,orat,spurtovat,pardon,zařknout,nářadí,pudl,urna,upír,předpírat,rozporovat,zout,snout,punč,partičkařit,opřádat,Jut,opajcnout,sporý,odpůrce,update,Peřina,zapřádat,páv,Portnoy,panika,uniat,proud,parodont,zapchnout,pás,Dák,prapor,porota,příčit,Joyce
párkař	párkář
párkář	párkař
pás	Pásek,pas,pást,pásnout
pást	past,Pásek,pásnout,pakt,pás,pasta,pastvit,pak,pat,Paka,pas,páčit,Pikt,propásnout,pustý,pata,pasíř,pnít,pnout,píst,Paska,přepásat,pac,pátek,pádlo,pádit,píka,půst,pan,Pan,prst,pěst,připásat,pářit,přít,přát,Panák,Opasek,Padova,pakl,píča,zupák,pán,Úpa,pec,Zapata,páv,příst,Pěč,panika,opak,pasovat,pes
pátek	zpátek,pat,pata,páteř,páter,patina,patetika,patent
páter	páteř
páteř	páter,pátek,pata,pat,pátrat,zpátek,patro,patetika,Piter,patina,patent,křoupat,spát,zupat,píce,patrona,Zapata,pakt,supat,panter,papá,pálit,dupat,páv,zpět,pach,opat,pancíř,zpětit,pauperita,pást,páčit,patron,opice,péče,pět,pauza,supět,panika,Paka,Paterson,Petera,papat,patřit,píka,pít,papája,patentář,paťhat,pec,pápěra,píle,pářit,papír,Papák,pac,pospat,neteř,Panák,popíkář,Pauk,píár,pálat,pařák,připařovat,péci,Pásek,řepa,Popper,píča,zupák,Piper,pětník,pnout,opět,rýpat,pak,pnít,pepř,Spitta,Palau,zpívat,pánev,naspat,přispat,pero,Peck,zpeřit,Potter,Napier,pekařit,Patočka,pán,tepat,Petr,penále,oddupat,přepona,pupek,Perota,sypat,vypíčit,Vater,párkář,vypeřit,past,propan,Pan,pan,panker,úpět,pitvat,křapat,přepeřit,putna,rupat,Pepa,pepa,opeřit,přát,Ospalý,parta,přepatrovat,patlat,pás,pípat,pécéčko,upejpat,zpíčit,přít,řepařit,páchat,pech,pěnice,nasupit,spět,parter,Opava,Pikt,pěna,papula,Peřina,pádlo,pantáta,palice,Piťha,parker,Parker,pájet,Pacov,Pila,pila,patrola,kopat,předkopat,popelka,optika,parkovat,Pétain,otep,loupat,párkař,pecka,paňák,čapat,bezpáteřní,zatepnout,zakřoupnout,ťapat,Panýr,papouch,pár
pátrat	patro
páčit	pakt,pak,pačok,zopačit,pac
pářit	pár
péci	péče,pécéčko,Peck,pec,píce,pecka,píár,píka,píča,pít,pátek,pět,Pecina,pat,zpívat,pevný,pentle,zpět,zpětit,zpíčit,Pelé,pěna,pětník,Pikt,píle,pěnice,pitvat,patent,penále,vypíčit,peníz,opice,zpátek,pata,pech,patina,pnout,pnít,Pétain,supět,opět,páter,pakt,pěší,plný,spět,Pěč,pinie,zpěčit,páteř,picnout,Piave,Piter,Panák
péče	péci,pécéčko,píce,píča,pec,Peck,zpíčit,píka,zpívat,pít,vypíčit,pátek,zpět,zpětit,zpěčit,pět,pevný,Pikt,pecka,pětník,Pěč,pečeť,peníz,píst,zpěčovat,pnout,pěna,Pelé,supět,zpátek,přepečovávat,píle,pétépák,pekařit,pat,píár,pentle,pnít,pěnice,zpětvzít,penze,pěkný,Pecina,opice,penále,pepa,Pepa,pupek,písek,vzpěčovat,pepř,pakt,opět,popíkář,patent,páteř,spět,pes,spíkr,pitvat,čpět,Petr,pikovat,pěst,pata,úpět,vzpínat,pech,páčit,povyk,pást,páter,picnout,zpevnět,zpěvec,Pétain,bezpečí,rozpínat,Čapek,pečivář,plsť,odpínat,pak,spát,plout,pípat,plíce,popelka,Pásek,čapíkovat,Panák,páv,pinie,Zappa,plný,pesík,patina,pospat,Popel,popel,Pivín,podpínat,Piter,zapevnit,pěší,Kopeč,plizovat,píchat,pecnář,kopec,řapík,Petera,zpěknit,opat,patetika,peklo,přepona,Spina,Plzák,sípět,zpopelnět,půst,zápecník,pentan,Pila,pila,Pelin
píce	píča,píka
píchat	spíchat,spěchat,píce,pěchovat,pospíchat,páchat,picnout,zpichovat,přepichovat,zpýchat,píka,píča,pět,pít,pech,pelichat,vypáchat,pitvat,Pecháč,vdéchat,zapchat,pěnice,nechat,píle,pěší,Pikt,čáchat,pýcha,napchat,ztichat,Piccard
píka	píča,píce,Pikt,píst,pěkný,zpíčit,Pěč,písek,vypíčit,zpěčit,pít,péče,pět,pikovat,popíkář,pec,Peck,pěst,pětník,pěší,zpěčovat,opice,piknik,pěna,píár,zpívat,pitvat,píle,picnout,péci,pecka,zpěknit,pěnice,pikat,spíkr,vzpěčovat,pes,zpět,pást,pátek,pakt,pekařit,Paka,Pásek,Piter,řapík,zpětit,Piave,pinie,pak,pata,pila,Pila,supět,pnít,pat,píchat,pécéčko,čapíkovat,pesík,opět,spět,piksla,víko,pnout,páčit,příčit,Pecina,pás,pečeť,Pivín,píď,peníz,přítel,upír,Pop,pop,příčina,Piper,řeka,přít,zpěknět,půst,povyk,pech,odpínat,zápecník,pěchovat,past,pinkat,pikola,páteř,patetika,písničkařit,Pšov,příst,přepečovávat,průpis,vzít,úpět,op,Sup,Pelé,Vápeník,vápeník,pípat,zpátek,Řečice,Piťha,zátka,pikýrovat,pupek,pot,zpichovat,pěstit,optika,páter,Řek,čin,Petr,pepř,zopačit,zíta,piano,záře,patina,Spitta,pískař,Spina,pšenice,zpětvzít,pečivář,pepa,Pepa,popelka,řepa,panika,nasupit,pásnout,pětistovka,propan,zátinek,podpínat,Zapata,pipeta,spiknout,pivoň,Picasso,pinčl,zívat,Pesch,Čína,počít,Zátor,piklovat,Čapek,pískat,prst,pac,pospat,opak,pentle,přepona,penále,vzpínat,penze,epika,Zappa,čapět,popel,Popel,necky,rozpínat,pasta,spát,peklo,Pju,Pinkas,pakl,prospěch,přát,prkno,pecnář,provoz,průsek,veka,pikantní,pářit,čeka,Zvíkov,Poe,čina,opakovat,jíst,pevný,poříčí,potence,puč,rozpěra,oj,vně,pílit,kypět,Pozník,řečit,přispat,příjice,Pivoňka,sípět,přezka,Říčan,prostý,opat,Spěvák,zet,pasíř,Zita,psát,Panák,začít,začít,začít,zen,přívoz,zajíc,pápěra,překovit,zopáknout,papír,zpěvec,prát,páv,přesný,projekt,nový,zapovat,Paska,zip,vápeničit,načít,pas,říci,věk,Nick,pero,čočka,pizda,Viktor,pučit,Novák,zapevnit,zpyt,čpět,próza,Piccard,připásat,zčitelnit,patent,poníkář,vikář,peskovat,pětiletý,Pelin,pozice,zupák,půjčit,pupen,poník,propásnout,prvý,etika,Pétain,půl,pěnkava,Piast,Ob,čít,Napier,přepočíst,číst,Nat,pár,dík,ujec,jepice,Popper,účinek,předek,Petera,Proust,biopekař,oko,pýřit,dopink,prérie,práce,princ,zípat,zpříčinit,pach,perník,Peřina,Teka,závitka,pokoj,vést,prs,plsť,kopist,pustý,osopit,pionýr,políček,přípoj,Opočno,prozřetelný,pan,Pan,ovce,vypočinout,čnít,přísný,přední,zpovykat,pitomý,zřít,kopec,piškot,prak,zpopelnět,pouť,plíce,nikl,přepichovat,předpínat,neckař,pytel,různý,zápůjční,potkat,vápenět,zenit,Peking,pastvit,Vína,průčelí,řevnit,tečka,nést,pouto,Řezáč,supat,provozář,pán,neřest,kopit,Jičín,pole,Ota,vsyp,privát,naspat,spočíst,zupat,Vey,znát,viks,Piešťany,Puk,bečka,Kopeč,Prokop,otec,přízeň,sopka,prťák,Pešice,čnět,spíchat,pýcha,Spinoza,zpeřit,pilíř,uvěčnit,znělka,projekce,růst,zastřít,učitelík,příští,přepásat,zítra,pětituna,zeť,pauza,zaktivnit,uspíšit,pingl,vzácný,obec,čich,putna,piha,přeonačit,Úpa,zařknout,unita,ves,uřknout,perla,zkýčařit,piklit,zapšknout,paket,antika,zpevnět,plný,ničit,jíní,pačok,přispíšit,počínštit,plyn,přispávat,kopí,jít,precizní,učit,spočívat,teč,vůně,oponář,zápas,zátočina,vikýř,Pousta,čekovat,epitel,pištět,nit,kýč,pelyněk,Kůst,Opasek,pára,psout,zout,první,Čečen,Patočka,přísun,znatel,udit,přírodopis,udice,přitělovat,pykat,dock,pučet,vát,proc,unie,Ulč,vina,znít,značit,spěchat,Vopěnka,přivykat,Vaněk,Potůček,Pilát,tele,rozpočtář,opium,povysát,pysk,Vaník,odpočnout,pozřít,prior,nízký,průlina,Opava,úcta,Kovač,Provázek,pod,pouťák,zátiší,opuka,kost,pravý,protekce,Telč,Říp,zem,paprika,zákup,pranostika,pétépák,respekt,prstýnkář,pilot,zapeřit,vpírat,prokovit,zelí,pořečtit,jiný,vypeřit,optovat,utopie,Zrůst,věc,Kikuj,část,Praj,cé,Plzák,vyakčnit,zapchnout,Kováč,nota,police,přepírat,Zedník,vápno,papat,ústa,vít,Vít,pocta,Poznaň,párkář,spad,upload,připařovat,Prokš,Řenč,náčelní,řítit,Úštěk,učout,úkon,vřít,zpikantnit,vřes,nazála,zaktivnět,předčit,čáp,pospíchat,přepeřit,dítě,proponovat,pánev,rek,plout,pozoun,Apple,skopec,přičitat,sprostý,pestřit,zpříkřet,prim,Onan,přísnit,odpočívat,zvát,zvát,Pilich,opeřit,čísnout,atika,práh,pospíšit,zesýřet,Čou,prostřít,prospektor,čop,půda,aspekt,bez
píle	pílit,Pila,pila
pílit	píle
písek	píst,pěst,pes,píka,Pikt,pesík,píča,pískat,písničkařit,píce,pěkný,Pěč,pěší,pískař,průpis,pikovat,peskovat,pěstit,zpěčit,zpíčit,píď,piknik,piksla,Pásek,pás,vypíčit,průsek,péče,jíst,zpívat,zpěčovat,pikat,příst,Pesch,Řek,pak,picnout,vzpěčovat,přísný,pas,pec,pást,viks,písmeno,víko,půst,pít,povyk,Peck,pět,kopist,pěna,přírodopis,píár,vřes,Řečice,účinek,ves,převis,piano,pěnice,věk,Pozník,pásnout,pysk,popíkář,pětník,Paska,čísnout,prs,oves,pinie,past,Pšov,Piave,opice,pupek,řapík,eses,zpěknit,pop,Pop,řeka,viset,číst,přísnit,Pinkas,zápas,peníz,Picasso,časopis,pátek,Opasek,lísa,spíkr,pikýrovat,přesný,kiks,Pivín,pitvat,pnout,vosk,pasíř,čin,pepř,Sup,řečit,zpět,posunek,pizda,pospat,op,Pepa,pepa,ověs,upír,opak,psát,pozice,vzít,záře,Novák,pročísnout,přívěs,visnout,vset,spasit,pasovat,předek,učitelík,vsyp,pot,zátinek,česnek,Řezník,zesítit,síci,nést,neřest,psout,péci,řepa,pšenice,čina,jistý,pekařit,pečeť,pikola,příčina,pistole,zespisovnit,piklovat,oj,národopis,vápeník,Vápeník,čapíkovat,lísat,proces,plísnit,list,rodopis,lis,próza,vosa,pečivář,Nos,nos,Čapek,prst,pnít,pasta,přízeň,zpětit,pakt,tisíc,piškot,pat,příčit,zívat,osopit,přítel,spiknout,prosit,osa,přepočíst,zíta,přepečovávat,Seneka,Zvíkov,nasupit,Pescar,posíknout,číslo,Nick,připásat,zpěvec,Řezáč,spět,provoz,zajíc,účes,přední,půjčit,pero,Tisa,propásnout,Poe,vést,perník,pastvit,odpínat,přispat,plsť,posuněk,dík,poslíček,sůl,přezka,visatý,zpátek,zen,projekt,pecka,Piper,Esop,rozpěra,Pju,necky,zpasečit,supět,zpěknět,vak,iks,překovit,oko,vně,čistý,prostý,zet
pískat	pískař,vískat,písek,pikat,peskovat,získat,vřískat,lískat,písničkařit,píst,piknik,tiskat,pikovat,plískat,prskat,výskat,ustesknout,pěst,pěkný,pěstit,pesík,píka,pikantní,zastesknout,zastýsknout,pes,stýsknout,prýskat,Paska,zastesknit,posíknout,piklovat,piksla,Pikt,znikat,pěší
píst	písek,pěst,Pikt,píka,píča
pít	pět,píce,pětník,supět,píár,zpět,píča,pitvat,píka,opět,pípat,píle,zpětit,Pikt,péče,zpívat,pec,pat,Pěč,pěna,pnít,pílit,spět,pěnice,péci,píst,úpět,Piter,zpíčit,zpětvzít,pepř,Peck,vypíčit,peníz,picnout,pátek,pata,čapět,odpínat,pnout,Piper,zípat,Pila,pila,nasupit,opice,pepa,Pepa,přít,pěší,zpěčit,osopit,pinie,jít,supat,zupat,pitomý,Petr,Pivín,pětiletý,pěkný,podpínat,pipeta,přítel,popel,Popel,sípět,Vápeník,vápeník,piano,píchat,penále,zpěčovat,opat,pětistovka,Piave,Sup,upír,vzít,pécéčko,spát,páteř,pot,zapovat,píď,Pelé,zet,Vít,vít,pápěra,pářit,vápenět,nit,písek,kypět,popíkář,pěst,pětituna,pikovat,zíta,zenit,Piťha,Pétain,pást,rozpínat,penze,zpátek,znít,zívat,psát,přát,papír,pakt,pecka,vzpínat,pevný,vzpěčovat,Peřina,zpeřit,Spitta,půst,pentle,Pšov,patina,pospat,zpopelnět,znát,pop,Pop,Spina,patetika,pivoň,pýřit,pinčl,popelka,čnít,řepa,Pecina,pero,Zapata,patent,Piast,Pilát,páter,kopit,vápeničit,perník,pupen,pájet,zpichovat,Pju,Nick,papat,pěchovat,čpět,zpevnět,znatel,pečeť,vypeřit,nový,řapík,pinkat,zen,zapeřit,pálit,jet,spíkr,pšenice,nítit,Pozník,Nat,zopernit,Spěvák,Říp,přispat,Pelin,vně,pentlit,čnět,zip,necky,přepeřit,zpěknit,vpírat,opeřit,rozpěra,zapevnit,přepona,piknik,Petřín,pilot,pech,propan,zápůjční,Petera,přitělovat,bit,jíní,nést,dít,půjčit,Zita,rýpat,zeť,příst,vát,pétépák,páv,ničit,přepírat,pětiboj,pekařit,Proust,pojit,otápět,op,zčitelnit,prát,zpěvec,psout,příčit,dupat,řevnit,Peprník,pupek,přepečovávat,znavit,panika,pes,plný,jepice,zátka,zápecník
píár	pít,píce,piano,pět
píča	píka,píce,Pěč,Pikt,zpíčit,vypíčit
pól	polní,pole,Polsko,police,půl,polovat,poleno,Polena,polda,policie,Olina,políček,polévka,zolovnět,uzlovatý,poltit,dole,Dolina,poldovák,noc,polára,zápolit,politika,Onan,Nil,polevit,uzel,poník,Zlín,vylknout,polírovat,Polana,Oliva,oliva,dolinář,vdolek,Zola,podzol,olše,Poljan,znatel,olovo,důl,spolčit,práce,nazála,uzlit,Kolín,Linda,Rolin,donace,díl,oprať,lnout,Donoval,doliňák,Pondělík,pot,linout,zálik,Rol,Ulč,přilicovat,zlínět,Jón,lozit,Lyon,Lojza,proc,údolí,zaolovnit,volný,Doyle,linie,Anatol,nový,rozkol,nudle,nikl,Topol,topol,Nick,Apolinář,Don,Neapol,ozón,stůl,pilot,Ola,olej,Pila,pila,podolí,úkol,lov,políknout,protipól,solnice,Donald,čin,líný,Poledník,datel,anilín,zonačit,nota,sůl,jíl,poledne,čočka,kůl,pudl,předek,koloniální,dekl,lůj,dál,Poe,dolejzat,vůl,kolonie,půda,zen,počít,znělka,zelí,pouť,pilíř,ulice,píle,průlina,zlý,puls,podlý,Napoleon,apolit,líc,čokl,vole,nacionální,zapylit,zaonačit,uondat,vonět,slina,linkař,dnít,prát,necky,olovář,pult,přeslice,prak,dolňák,Polynésie,kolona,začít,začít,začít,opálka,značit,zpolštit,slín,Novák,čudl,zálom,nula,rolnička,přítel,ovál,pilule,Yale,zločin,polynom,dálný,dlít,Lízal,pinie,vilný,Loník,Palin,spolu,nádeník,pracka,polobdít,Nat,polozrát,lilie,znít,pravý,nit,len,pocta,znát,deka,Potůček,Jon,načít,notit,slon,póvlizovat,zátinek,oponář,Opolan,vonice,daleký,zelina,Zelina,pinčl,válka,poníkář,dock,nylon,nalejvat,opylit,den,Delon,popolštit,Poznaň,Pilát,Lion,dna,kolo,zóna,udice,role,podnět,půdoznalec,týl,stolice,znuzit
pór	porce,Nor,vor,rozpora,prapor,nora,donor,pórovatět,opora,Portoriko,Dór,Zátor,porta,pozor,rozporovat,port,Renoir,novátor,vzdor,dozor,vzor,zornit,poříčí,převor,únor,Portnoy,vir,nořit,porota,závorář,Poříz,Zair,pod,pranýř,zdravý,orátor,spor,Závora,Požár,požár,pohár,udrat,Dora,zpórovatět,vorařit,vzrůst,říci,spora,odpůrce,Nara,podrost,Voráč,dinár,pirát,zúpornět,tenor,půda,zdroj,řinout,Kojzar,drsný,zúspornit,udice,Vodák,víra,upír,podpořit,nářadí,norik,názorář,nozdra,anoda,vodnář,York,orace,zázvor,pořad,satira,urin,portrét,póza,pořečtit,vaporizovat,pozřít,tendr,prior,zazrávat,odér,piano,dozorce,pár,rozpěra,výr,revír,příroda,kořen,Orava,notorik,Záhor,voda,Voda,proorat,práh,pudr,Tyr,Praj,Zrůst,porotce,zatejnořit,čórovat,podiv,zařknout,zrno,rovinář,zounořit,čundr,satyr,Ondrák,var,Dák,zodpornět,rosa,Lorca,čin,říje,žíravý,rétor,záda,denár,práce,odrat,novorozený,dóza,uřknout,doktor,dřít,vodovod,Ir,storno,bor,zrůda,odnárodnit,pinie,Záporoží,Řečice,Prozorov,vdova,pára,orodovat,urna,Zour,orat,Piave,rada,Vind,Viktor,vděčit,pozice,orodovník,Vondra,Sporck,uzenář,růst,Linda,zárod,záře,žiro,pravý,potvora
pórovatět	zpórovatět
pýcha	zpýchat
pěchovat	píchat
pěna	pěnice
pěnice	pěna
pěst	píst
pěstit	pěst
