Abraham	Abrahám
mísa	mísit,Mesa,místo,misie,měsíc,město,míza,měkký,mést,Mikes,Mikis
mísit	mísa,místo,misie,město,měsíc,Mesa,Mikis,Mikes
místo	mísit,mísa,město,mést,misie,Mesa,míza,míč,měkký,vymístit,měsíc,most,Mikes,mez
mít	Mína,míč,msta,mínit,Míla,milý,míle,Méty,máj,Mitáč,Mitis
míza	mizet,mez,místo,mísa,mést
míč	meč,měkký,mít,moč,Mikes,místo,Mína,men,mečet
mířit	mír,měřit,domírat,mařit,moře
míšeň	Mišík
móda	mimóza,modus,modem
múza	muzeum,muset,muzika
mýlit	xylit,mdlít,mdlý,mělký
mýt	mýto,mýtit,mýtus
mýtit	mýt,mýto
mýto	mýt,mýtit,mýtus
mýtus	mýto,mýt
měch	měkký,mech
měchuřina	Měchura
mědikovec	měditisk
měditisk	mědikovec,měď
měkký	měch,míč,meč,místo,mísa,měsíc,město
mělký	míle,Mělník,Míla,mělnit,Mílek,Melk,Změlík,změlčit,mýlit
mělnit	Mělník,mělký,Míla,míle,Mílek
měnit	mínit,měňavý,Mína
městnat	zaměstnat,město
město	měsíc,místo,městnat,mísit,mísa,měkký,zaměstnat
měsíc	město,mísa,mísit,směsovat,místo,měkký
měď	měditisk,med
měňavý	měnit,Mína
měřit	mířit,mír
mřít	mříž
mříž	mřít
můra	moře,mord,Morea,Morák,Morse,Amor,zámora,Morava
mžourat	mhourat
nabahňovat	pobahňovat,přibahňovat,zabahnět,zabahnout,bahno,zbahnět,dobahňovat,probahňovat,sbahňovat
nabalzámovat	balzám
nabalíčkovat	balík
nabančit	banka,zbančit,báň,bán,baňka,bánit,zabáňat
nabob	bob,Bob,bobař
nabádat	bádat,zbadat
nacensurovat	zacensurovat,vycensurovat,censurovat,přicensurovat,přecensurovat,odcensurovat,zcensurovat,procensurovat,docensurovat,rozcensurovat
nach	Náchod,necky,Nat,doch,nechat,prach,neckař,Nick,ucho
nachcat	přechcat,chcát,zechcat,ochcat,prochcat,obechcat,vochcat
nachomýtat	ochomýtat,přichomýtnout
nacifikovat	notifikovat,unifikovat
nacismus	neonacismus
nadbíhat	podbíhat,odbíhat,obíhat,vybíhat,zbíhat,probíhat,dobíhat,přibíhat,zabíhat,rozbíhat,zběh
nadcházet	podcházet,Procházka
nadeběhnout	podeběhnout,předeběhnout,předebíhat,odebíhat
nadlábnout	vydlábnout,zdlábnout
nadlétnout	předlétnout,podlétnout,odlétnout,přilétnout,podlétávat
nadpraporčík	podpraporčík
nadrat	zadrat,odrat,udrat,ňadro,drát,drát,zedrat,dodrat,prodrat,rozedrat,orat
nadstraník	nadstrážník
nadstrop	strop
nadstrážník	nadstraník
nadvýšit	vyvýšit
nadzdvihat	nazdvihat,zdvihat,nazdvíhat
nadzvedat	nazvedat,zvedat,přizvedat
nadít	vnadit,dít,nádeník,dítě,nářadí,zeď,dna,dé,snadný,dík,nazála,znesnadit,předek,dýně,udit
nadýmat	zdýmat,Dymák,vzdýmat,dýmit
nahastrošit	vyhastrošit,hastroš
nahlédat	hlédat,hledat,zahlédat,zhlédat,přehlédat,rozhlédat,vyhlédat,hledět,dohlédat,ohlédat,prohlédat,zhlednout,uhlédat
nahý	náhlý
nainicialisovat	inicialisovat,doinicialisovat,zinicialisovat,přeinicialisovat,rozinicialisovat,odinicialisovat,reinicialisovat,idealisovat
naiva	Ivan,necky
naklopotit	klopotit,klopotat
nakmínovat	kmín,kmen
nakolejit	vykolejit,kolej,ukolejnit,zakolit
nakrakonošovat	dokrakonošovat,Krakonoš
nakročit	zakročit,kročit,vykročit,ukročit,přikročit,rozkročit,vkročit,krok,obkročit,vročit
nakvartýrovat	kvartýr,kvarta,kvartet
nakárovat	zkárovat,kára,Káraný,kárný,kárat,vikarovat
nalejvat	přelejvat,rozlejvat
nalepšovat	lepšit
nalesnit	lesnit,dolesnit
nalodit	přelodit,vylodit,loď,lozit
nalétat	nalétnout,polétat,prolétat,letovat,letět,vylétnout,odlítat,letnit,nalítnout,přilítat,Letov,zapolétat,vzlítat
nalétat	nalétnout,polétat,prolétat,letovat,letět,vylétnout,odlítat,letnit,nalítnout,přilítat,Letov,zapolétat,vzlítat
nalétnout	nalétat,nalétat,vylétnout,nalítnout,přilétnout,odlétnout,přelítnout,letnit,podlétnout,polétat,ulétnout,dolétnout,vlétnout,letovat,předlétnout,rozlétnout,letět,zalítnout,léto
nalézt	lézt,znovunalézt,znovuvynalézat
nalíhat	zalíhat,líhat,vylíhat,dolíhat,rozlíhat,líhnout
nalítnout	přelítnout,zalítnout,nalétnout,ulítnout,dolítnout,předlítnout,lít,líto,rozlítnout,lítý,nalétat,nalétat,zlítit
namanout	vymanout,zamanout,zmanout,namátnout,umanout,Mání,namáčknout,man,mnout,Manet
namobilisovat	mobilisovat,pomobilisovat,zamobilisovat,vymobilisovat,domobilisovat,přemobilisovat,zmobilisovat,omobilisovat,promobilisovat,rozmobilisovat,umobilisovat,přimobilisovat,demobilisovat,vmobilisovat,odmobilisovat
namokat	zamokat,vymokat,zmokat
namrzat	vymrzat,zamrzat,zmrzat,rozmrzat,omrzat,promrzat,umrzat,přimrzat
namátnout	pomátnout,zmátnout,namanout,namáčknout
namáčknout	vymáčknout,rozmáčknout,zmačknout,domáčknout,promáčknout,umáčknout,přimáčknout,namanout,namátnout,odmáčknout,vmáčknout
namíchnout	míchat,Michna
namítat	vymítat,přemítat,omítat,promítat,rozmítat
nanuk	nok,vnuk,Novák,Nat,poník
naolejíčkovat	olej,zolejovatět
napchat	zapchat,zapchnout,vypchnout,upchnout
napodobit	zpodobit,vypodobit,vypodobnit,připodobit,zpodobnit,spodobit,připodobnit,zdobit,podobat
napomínat	zapomínat,opomínat,pozapomínat,připomínat,vzpomínat,rozvzpomínat
naprat	uprat,prát,práce,oprať,pravý,pranýř,Nápravník
napuchnout	puchnout,opuchat,zapouchnout
napájet	pájet,nápoj
napřahat	vypřahat,zapřahat,odpřahat,přepřahat,připřahat,vyprahat,rozpřahat,vpřahat,vzpřahat,spřahat,vypráhat,zprahat,rozpřáhat
narcis	narcista
narcista	narcis
nard	Nara,nářadí
narichtovat	zrichtovat,porichtovat,Richter
narodnik	odnárodnit
naschránit	uschránit,schránět,schrána,chránit
naskýtat	skýtat,vyskýtat,vyskytat
naslepičit	Slepička,slepičář
nasmrádnout	vysmrádnout,smradit,zasmrádat,zasmradit
naspat	pospat,spát,přispat,rozespat
nastabilisovat	stabilisovat,zastabilisovat,ustabilisovat,dostabilisovat,přistabilisovat
nastehnout	zastehnout,přistehnout,steh,sestehnout,stíhat
nastrukturalisovat	strukturalisovat,dostrukturalisovat,zastrukturalisovat,strukturalista
nastýlat	zastýlat,ustýlat,vystýlat,přestýlat,postýlat,odestýlat
nastřihat	střihat,zastřihat,dostřihat,přestřihat,přistřihat,vostříhat,nastříhnout,odstřihat,stříhnout,ustříhnout,zastříhnout,dostříhnout,přestříhnout
nastříhnout	stříhnout,ustříhnout,přestříhnout,zastříhnout,dostříhnout,vostříhat,nastřihat,přestřihat,střihat,ustřehnout,zastřihat,postřehnout,dostřihat,zastřehnout,vystřehnout
nasupit	supět
nasynchronisovat	usynchronisovat,dosynchronisovat,přisynchronisovat,přesynchronisovat,sesynchronisovat,synchron,resynchronisovat
nasystematisovat	systematisovat,dosystematisovat,přesystematisovat,rozsystematisovat
natlachtat	cachtat
naturalismus	naturalisovat,ultranaturalismus,znaturalisovat
naturalisovat	znaturalisovat,naturalismus
naturismus	turismus
naturální	Turánek
natěsňovat	těsný
nauhličit	zuhličit,zauhlit,uhlinit
navaselinovat	vaselinovat,dovaselinovat,převaselinovat,provaselinovat,zavaselínovat
navelit	velet,veličit,Velen,nivelovat,velký
navitaminisovat	vitaminisovat,zvitaminisovat,ovitaminisovat,odvitaminisovat,dovitaminisovat,přivitaminisovat,převitaminisovat
navlhat	zavlhat,vlhat,zvlhat,provlhat
navléknout	navlíknout,vyvléknout,provléknout,převléknout,podvléknout,vlékat,zavlíknout
navlíknout	zavlíknout,navléknout,dovlíknout,odvlíknout,vyvléknout
navnímat	vynímat
navolňovat	znevolnit,volenec,rozvolnit,volný
navondulovat	ondulovat
navrtit	vyvrtit,zavrtit,povrtit,uvrtit,dovrtit,vrtět,rozvrtit
navykat	vykat,přivykat,uvykat,zvykat,zpovykat,pykat,odvykat
navářet	vyvářet,zavářet,převářet,rozvářet,dovářet,Navara
nazarén	Nazaret,aréna
nazdvihat	nadzdvihat,zdvihat,nazdvíhat,zdvih
nazdvíhat	nazdvihat,nadzdvihat,zdvihat
nazvedat	zvedat,nadzvedat,přizvedat
nazála	nadít
načančat	načinčat
načinčat	načančat,načít,zonačit
načrtat	črtat
načít	začít,začít,začít,zaonačit,čít,počít,značit,přeonačit,ničit,čin,zonačit,příčit,čáp,Nat,čaj,učit,čina,Čína,číst,načinčat,náčelní,půjčit,jinačit,nok,Kovač
naškicnout	oškicnout,doškicnout,přeškicnout,skicnout,škicovat
našpekovat	vyšpekovat,špek
naštemovat	štimovat
naťupkat	ťopkat,rozťupkat,vťupkat
nebezpečí	bezpečí
nechat	nenechavý,chat,jechat,nach,zpýchat,vdechat
neckař	necky,Nekovář,Nick,nach
necky	Nick,nový,neckař,Nat,nit,nést,Poe,Novák,vně,čin,oj,ujec,ničit,nach,Onan,nikl,zajíc,ovce,nítit,zátinek,donace,Don,poník,zátka,nota,dna,znít,Něnec,půst,jiný,přesný,Nil,zen,nitro,Ob,jíní,Nekovář,pot,cé,nynat,unita,naiva,vina,vůně,vát,niob,Sup,přední,dock,antika,znělka,čnít,záře,sto,čina,řvát,Antily,unie,Jinek,obec,Vaněk,Nikon,psát,zenit,Vey,nos,Nos,různý,Vaník
nedbat	dbát
nedůtklivý	znedůtklivět
negativismus	negativní
negativní	znegativnět,negativismus
nehet	nehetnatý
nehetnatý	nehet
nekrofil	profil
nenechavý	nechat
neobolševik	bolševik
neofašismus	fašismus,novofašismus,zfašisovat
neogaullista	gaullista
neohegelovský	novohegelovský,Hegel,hegelián
neokeynesovský	Keynes
neoklasický	novoklasický
neokomunizmus	komunismus,komunita,postkomunizmus,zkomunisovat,komunikovat,eurokomunizmus
neokonstruktivizmus	konstruktivismus,konstruktivistický
neokonzervativní	zkonzervativnět,konzervativní
neoliberalizmus	ultraliberalizmus
neologismus	alogismus
neomahdista	mahdí
neomalený	Malec
neomarxizmus	marxismus
neonacionalismus	neonacismus
neonacismus	neonacionalismus,nacismus
neonatologie	etologie,poetolog,dietologie
neoplastický	plastika,zplastičtit
neorealismus	realismus
neostalinský	Stalin
neosurrealizmus	surrealismus
neosymbolizmus	symbol,symbolisovat,zesymbolisovat
nerez	neřest,nerv,nářadí
nerv	nerez
nervóza	nervóznit,znervóznět
nervóznit	znervóznět,nervóza,znervozňovat
nestyda	zestydat
neteř	nitro,niťař,netware
netware	neteř
neurobiologie	neuroradiologie
neurochirurgie	chirurgie
neurofyziologie	fyziologie
neurologie	urologie,sérologie
neuropsychologie	psychologie
neuroradiologie	neurobiologie,radiologie
neutralisovat	zneutralisovat
nevražit	vražit
nevěrec	nevěrník
nevěrník	nevěrec
nezaměstnaný	zaměstnat
nezbedný	bedna
nezdvořák	Dvořák
nezmar	rozmar
neřest	nerez,nést
nešťastník	znešťastnět,zešťastnět,Šťastný
nicota	nikotin,znicotnět,Nikon,nota
nikl	Nick,Nil,nový,nit,necky,ničit,dekl,Novák,vně,sůl,půl,Nat,poník,důl,nést
nikotin	nicota,Nikon
niněra	Nara
niob	Ob,nit,nový,Nick,nízký,jíní,Jon,necky,obec,jih,jít,znít,Novák,nítit,Don,ničit
nit	nový,Nick,nítit,ničit,znít,Nil,Novák,Nat,nitro,necky,dnít,zenit,unita,niťař,Něnec,vně,nést,nikl,niob,Don,Onan,Sup,unie,nota,zanítit,čnít,Nikon,jíní,uniat,zen,čin,vonět,nýt,nýt,vůně,vznítit,roznítit,ovínit,zunět,nynat,pot,oj,poník,jít,psát,vonice,čnět,Ob,zajínit,vyvánět,znělka,nízký,půst,Jon
nitrace	Nitran,nitro
nitrid	nitro
nitrifikovat	nostrifikovat
nitro	nitrace,nit,Nitran,niťař,nový,nítit,jitro,Nick,ničit,necky,nitrid,Nil,Novák,neteř,Nat
nivelizovat	nivelovat,novela
nivelovat	novela,nivelizovat,Novell,navelit
ničema	zničemnit
ničit	nit,Nick,nový,Nikon,nítit,načít,necky,čin,niťař,Novák,nitro,Nil,Nat,zaonačit,poník,nikl,příčit,unie,nést,nok,vně,znít,Sup,čáp,Don,Vaník,zenit,čnít,niob
niťař	nitro,nit,ničit,nítit,neteř,unitární
nobilis	nobilisovat,znobilisovat
nobilisovat	nobilis,znobilisovat
noc	nok,proc,Nostic,nota,Nick
nocleh	nocležna
nocležna	nocleh
noha	Noháč,nůž
nok	dok,sok,noc,nanuk,kov,vosk,Nos,nos,Kovač,okno,Kováč,nárok,ničit,Nostic,vnuk,příčit,čin,oko,načít,bok,rok,mok,čít,učit
nomen	men,nominovat
nominovat	minomet,nomen
nomád	pomáda
nop	snop,pop,Pop,čop,op,nový,nápoj,nopál,Nil
nopál	vinopal,nop,opál
nora	Nor,donor,únor,norik,nořit,vor,sonora,rozpora
norik	Nor,nora,nořit,donor
norma	Norman
normalisovat	donormalisovat,přenormalisovat,pronormalisovat,znormalisovat
nos	los,vosa,Loos,síci,osa,Oset,Poe,vyosit,Nostic,pod,Nosál,seno,losos,nok,vosk,bos,sít,kos,viks,Sova,sova,Sosna,přesný,sosat,osel,Osetie,osev,nový,síň,Novák,set,vně,skikros,oj,skin,sen,Sovík,Sýs,iks,sivý,eses,necky,ananas,přísný,savo,ovce
nostrifikovat	nitrifikovat,stratifikovat
nota	notář,Ota,Novotný,nový,nit,Nick,nítit,notit,pot,Nat,necky,noc,Novák,anotovat,nicota,nýt,nýt,nynat,zen,otec,Nil,cé,lůj,nutit,Lojza
notifikovat	nacifikovat
notit	nutit,notář,nota
notář	nota,notit
nouze	Zuza,Zuzák,nuda,Zuzana,Joza,vyzuzat
novela	Vela,nivelovat,Novell,nivelizovat,velký
novelisovat	znivelisovat
novinařit	vinařit,rovinář
novofašismus	neofašismus,fašismus
novohegelovský	neohegelovský
novoklasický	neoklasický
novokřesťan	odkřesťanit,prvokřesťan
novomanžel	manžel
novoplatonský	Platon,platonik
novopohan	Pohan,pohan
novorozený	prvorozený
novotomismus	atomismus
novátor	Zátor,Novák,nový
nový	Novák,nit,Nick,Nat,necky,Onan,Nil,Don,zen,vně,znít,oj,čin,Sup,ničit,nítit,unie,Poe,nikl,Jon,nitro,nota,půst,unita,zenit,cé,ovce,nést,vát,nápoj,zajíc,Nikon,uniat,vůně,půl,niob,pot,dna,jíní,sen,Něnec,sůl,op,Vey,dnít,Ob,čnít,vina,psát,Ulč,znoj,ven,ujec,nynat,poník,pop,Pop,lůj,sto,novátor,zátka,Novotný,záře,zvon,vset,dé,vosa,ovál,přítel,zet,ion,pozoun,Ota,přít,Vaník,čina,znělka,Nos,nos,Stin,nop,přesný,nýt,nýt,znatel,oko,den,Donoval,Novell,důl,donace,dock,voj,Navajo,nízký,jiný,vůl,přední,růst,Pozník,vonice
nořit	zatejnořit,Nor,nora,zounořit,norik
nuance	nula
nuda	nudle,anoda,uzda,nouze,znudnit,půda
nudle	nuda,anoda
nuklid	klid,zklidnit
nula	nuance
numismatika	numizmatika
numizmatika	numismatika
nutit	notit,sutit,pot,Nat,nota
nymfa	lymfa
nynat	Nat,nýt,nýt,Navajo,nový,pot,necky,vně,nit,nota,Něnec,oj,Nick,Novák
nádeník	nadít
nádhera	znádhernit,znádhernět
nádoba	doba,dobnout
náhlý	Náhlík,přenáhlit,nahý
náměstek	Náměšť
náměsíčný	Náměšť
nápoj	nápojář,zápůjční,oj,nový,znoj,přípoj,Navajo,pojit,Nat,op,Novák,napájet,nop,Pop,pop
nápojář	nápoj
národohospodář	vodohospodář,hospodář,ohospodařovat,hospoda
národopis	rodopis,přírodopis
nárok	rok,dok,prorok,Nara,nok
nárt	Nara,port,part
násilnit	posilnit,zesilnit,zesilnět,senilní
následný	sled
násobit	dvojnásobit,působit,dvojnásobek,usobit,sobec,osobit,znásobnit,zdvojnásobnit,zestonásobit,zásoba
nástraha	stražit,strach,atrahovat
nástupný	postupný,ustupnit,postupář,Stupa
názorář	vzor,pozor
náčelní	Nat,čelo,načít
nářadí	Nara,Nat,nadít,přední,dýně,pod,nard,dík,nerez,anýz
nést	necky,Nat,vně,Nick,nit,nový,oj,vůně,půst,přední,ovce,jíní,ničit,příst,řvát,pot,zenit,ujec,zajíc,zet,zátinek,neřest,jít,vát,psát,předek,zen,jiný,cé,dé,Novák,nikl,znít,vést,sto
nítit	nit,zanítit,vznítit,roznítit,znít,nový,Nick,Nil,ničit,dnít,Něnec,nitro,niťař,nota,necky,čnít,nýt,nýt,Novák,čnět,vonět,unita,Novotný,znělka,niob,Onan
nízký	niob,nový,Nick,nit
nížit	zněžnit,něha,nůž,zněžnět,sníh,rozněžnět
nýt	výt,přenýtovat,nynat,Nat,pot,nit,nítit,nota,nový,být
nýt	výt,přenýtovat,nynat,Nat,pot,nit,nítit,nota,nový,být
něha	nížit,sníh
němý	Německo,Němčice,zněmčit
nůž	noha,nížit,žnout
obalář	balonář
obchvátit	zchvátit,vychvátit,rozchvátit,uchvátit
obdukovat	subdukovat,abdukovat
obdélný	Zdena
obec	Ob,bečka,bé,ujec,bez,oj,oblý,všeobecný,obývák,jíní,niob,oběť,zajíc,obetkat,obilí,Ben,necky,bit
obechcat	přechcat,zechcat,nachcat,chcát,ochcat
obejvat	bejvat,zabejvat
obemykat	obmykat,odemykat
obemílat	rozemílat,podemílat
obeslat	předeslat,přeslat,odeslat,obestlat,rozeslat
obestlat	přestlat,obeslat
obestoupit	rozestoupit,obstoupit,vzestoupit
obestřít	předestřít,rozestřít,odestřít
obetkat	obec
obezitologie	biologie
obhlédat	zhlédat,rozhlédat,vyhlédat,hlédat,obhlížet,hledat,vzhlédat,zahlédat,vhlédat,ohlédat,prohlédat,dohlédat
obhlížet	obhlédat,poohlížet,zahlížet,odhlížet,vhlížet
obilí	biliár,obec,bílý
objasnit	zjasnit
objekt	subjekt
obkládat	vykládat,zakládat,překládat,rozkládat,kládat
obkročit	vykročit,zakročit,nakročit,vkročit,rozkročit,ukročit,kročit,přikročit
oblak	zaoblačit
oblast	blastický
oblbit	zblbit,zblbět,blbý,blb
oblejzat	rozlejzat,podlejzat
obliterovat	aliterovat
obloun	vyobloučit,Loun,zaobloučit
oblétat	oblítat,vlétnout
oblítat	oblétat,odlítat
oblý	zlý,blůza,Doyle,podlý,bé,obec,bez
obmetat	vymetat,odmetat,zmetat,metat,prometat
obmezit	vymezit,zamezit,zmezit
obmykat	obemykat,odemykat,promykat,mykat,domykat
obohatit	bohatý,zbohatět
obojek	obojetný,boj,zbojník,rozbojník,předbojovník
obojetný	obojek
obout	boule,bouře,zout,Jut
obr	brk,obročí,zbrčit,brzy
obrana	brána,brand,Zábrana,Vrana,zbraň,vrána,bránit
obraz	obrázkář,předobraz,abraze,brada,Brod
obrazoborec	borec
obročí	brok,obruč,obr,Brook
obruba	brum,Rubák,rubrika,ubrus
obruč	bručavý,brouk,obročí
obrázkář	obraz
obrýlit	brýle
obstoupit	obestoupit,stoupit,rozestoupit
obstruovat	strobovat,instruovat
obsíkat	vysíkat,dosíkat
obušek	bušit
obvod	zvodit,vodovod
obyčej	býčit,zobyčejnit
obíhat	dobíhat,probíhat,odbíhat,ubíhat,zbíhat,vybíhat,nadbíhat,podbíhat,přibíhat,zabíhat,rozbíhat,popobíhat,přebíhat,vbíhat
obývák	býk,obec
oběd	běda,oběsit,bída,vyběsit
oběsit	zběsit,vyběsit,běs,oběd
obětavý	bítník,oběť
oběť	běl,bít,Běla,záběl,bečka,bílý,obec,být,Bíl,bítník,Ben,obětavý
obřad	řad
obšancovat	zašancovat,šance
obšlehat	zešlehat,šlehat,přišlehat
obšťastnit	zešťastnět,Šťastný
obžerný	žernov,Žernoseky
obživnout	oživnout
ocel	Vocel,docelit,celovat,ocet,zocelovět,celý,zocelet,ucelit,zcelit,zocelovatět
ocet	ocel,docent,oceán,cent,cena,zocelet
oceán	cena,ocet
oceánografie	scénografie,stenografie,etnografie
oceánologie	kynologie,teologie,etnologie
ochcat	prochcat,chcát,vochcat,přechcat,zechcat,nachcat,chat,obechcat,chata
ochlupit	odchlupit,zchlupatět
ochládat	prochládat,zchládat,vychládat
ochmýřit	zachmýřit
ochomítat	omítat
ochomýtat	nachomýtat,přichomýtnout
ochotničit	ochočit,Chotkov
ochočit	ochotničit
ochrnout	poloochrnout,chrt,chrnět
ochromit	zchromět,chromý,zhromit,chrom
ochutit	dochutit,přichutit,přechutit,pochutina
ocitat	procitat,citovat,cítit
octnout	octář,tnout,zoctit,pocta,cé,tknout
octář	octnout,zoctit,oltář,pocta
odautomatisovat	zautomatisovat,doautomatisovat,automatisovat,přeautomatisovat,přiautomatisovat
odblešit	zablešit
odbožštit	zbožštit
odbuzovat	dobuzovat,budovat,Buda
odbíhat	podbíhat,nadbíhat,obíhat,vybíhat,zbíhat,rozbíhat,přibíhat,probíhat,dobíhat,zabíhat
odcensurovat	zcensurovat,docensurovat,censurovat,vycensurovat,procensurovat,rozcensurovat,zacensurovat,přicensurovat,nacensurovat,přecensurovat
odchlupit	ochlupit
odchlípit	rozchlípit,vychlípit,vychlípět,vchlípit
odcukernit	vycukernit,zcukernit,zcukernět
odcírkevnit	zcírkevnit
oddivadelnit	zdivadelnit,divadelničit
oddupat	dupat,zupat
oddvojmocňovat	zdvojmocnit
oddálit	vzdálit
odebíhat	podeběhnout,rozebíhat,předebíhat,nadeběhnout,předeběhnout,zabíhat
odemykat	domykat,obmykat,obemykat,mykat,promykat,přimykat,uzamykat
odendat	rozendat,dyndat,endotel
odentrovat	introdovat
odeprat	předeprat,depravovat
odeslat	předeslat,rozeslat,přeslat,doslat,seslat,zaslat,vyslat,obeslat
odespat	despota,rozespat
odestlat	podestlat,dostlat,přestlat,stlát
odestýlat	podestýlat,přestýlat,ustýlat,nastýlat,vystýlat,zastýlat
odestřít	podestřít,předestřít,rozestřít,zastřít,vystřít,obestřít
odfádnit	zfádnět
odfáčovat	sfáčovat
odhadnout	uhádnout,hádat
odhleňovat	odhlížet
odhlučnit	zhlučnět
odhlížet	poohlížet,zahlížet,obhlížet,odhleňovat,porozhlížet
odhmotnit	zhmotnit,zhmotnět
odhmyzit	zahmyzit
odinicialisovat	doinicialisovat,rozinicialisovat,inicialisovat,zinicialisovat,nainicialisovat,reinicialisovat,přeinicialisovat
odjednoznačnit	zjednoznačnit
odklimatisovat	doklimatisovat,zaklimatisovat,klimatisovat,přiklimatisovat,překlimatisovat
odkládat	dokládat,rozkládat,předkládat,přikládat,zakládat,vykládat,ukládat,vzkládat,skládat,překládat,kládat,donakládat,vynakládat,zakládač
odkornit	kornet
odkrouhnout	zkrouhnout,okrouhnout,zakrouhnout,uškrouhnout
odkrvit	vykrvit,zkrvit,dokrvit,zakrvit,prokrvit,okrvavit,zkrvavit,překrvit,ukrvavit,zakrvavit
odkvítat	zkvítat,dokvítat,rozkvítat
odkysličit	okysličit,prokysličit,překysličit
odkřemenit	zkřemenět,prokřemenit,zkřemeňovat,odkřemičit,křemen,Křemen
odkřemičit	odkřemenit
odkřesťanit	odkřesťanštit,novokřesťan
odkřesťanštit	odkřesťanit,zkřesťanštět
odlehčit	vylehčit,polehčit,lehký
odlevit	vylevit,Levit,polevit,levý,ulevit
odlistit	zalistit,olistit,odlistnit,listen
odlistnit	odlistit,zalistit,listen
odlétnout	podlétnout,podlétávat,předlétnout,přilétnout,odlítat,vylétnout,nadlétnout,dolétnout,nalétnout,rozlétnout,předlítnout,prolétat,zalítnout,zpodlet
odlítat	přilítat,odlétnout,předlítnout,podlétávat,oblítat,prolétat,vzlítat,nalétat,nalétat,zalítnout,podlétnout
odmalovat	malovat
odmetat	podmetat,odmítat,zmetat,metat,vymetat,prometat,obmetat,smetat
odmlkat	umlkat,zamlkat
odmobilisovat	omobilisovat,vymobilisovat,zmobilisovat,umobilisovat,domobilisovat,rozmobilisovat,promobilisovat,mobilisovat,demobilisovat,zamobilisovat,přimobilisovat,přemobilisovat,pomobilisovat,vmobilisovat,namobilisovat
odmrskat	mrskat
odmáčknout	rozmáčknout,domáčknout,zmačknout,vymáčknout,promáčknout,umáčknout,namáčknout,přimáčknout
odmíchat	podmíchat,míchat,dmýchat
odmítat	omítat,odmetat,vymítat,rozmítat,promítat,smítat,podmítka
odmývat	podmývat,předmývat,odměšovat
odměšovat	odmývat
odnacisovat	znacisovat
odnožit	pinožit
odnárodnit	znárodnět,narodnik
odolat	udolat,zdolat,Dolany,dolňák
odplevelit	plevelit
odpopelňovat	zpopelnět,popelka
odpovědný	opovědný
odpočnout	odpočívat,Opočno,počít
odpočívat	odpočnout,spočívat,počít,vypočinout
odprdelit	vyprdelit,uprdelit
odprůmyslnit	zprůmyslnit,zprůmyslnět
odpínat	podpínat,předpínat,rozpínat,vzpínat,pěna,pěnice,pinie,Spina,pípat
odpřahat	vypřahat,spřahat,zapřahat,rozpřahat,připřahat,přepřahat,napřahat,vpřahat,vzpřahat,vyprahat,rozpřáhat,zprahat,zpřahovat,vpřáhat,vypráhat
odpřírodnit	zpřírodnit,příroda,dnít
odpůrce	porce
odrat	prodrat,udrat,drát,drát,dodrat,orat,zadrat,nadrat,proorat,dravý,zdravý,zedrat,zrát,vdírat,podrost,orace
odresonovat	zresonovat,doresonovat,vyresonovat,rozresonovat,resonovat,zaresonovat,přeresonovat
odrýglovat	zarýglovat
odsadit	podsadit,sadit,podsada,Sadil,Sadov,zasazit,Sádek
odsedat	dosedat,rozsedat,předseda,přisedat,vysedat,sesedat,posedat
odsemeňovat	osemenit
odsignalisovat	signalisovat,dosignalisovat,zasignalisovat,prosignalisovat
odslizit	sliz,osliznout
odsouvnout	zasouvnout,přisouvnout,vsouvnout,vysouvnout
odsrat	usrat,přesrat,přisrat,dosrat,srát,zesrat,rozesrat,prosrat
odstátnit	odstávkovat,postátnit,ostat,dostat,podstata
odstávkovat	odstátnit,stávkař
odstředit	středit,dostřeďovat,prostřední,střed
odstřihat	dostřihat,střihat,nastřihat,přistřihat,vostříhat,zastřihat,dostříhnout,přestřihat,stříhnout
odtrojmocňovat	ztrojmocnit
odtrubnit	zatrubnit
odtučnit	vytučnit,ztučnit
odtínat	podtínat,roztínat,stínat,Tennant,tenký
odundat	zadundat,vydundat
oduševnit	produševnit,zduševnit,zduševnět
odvaha	rozvaha,váha,jáhla,vahař,váhař
odvitaminisovat	ovitaminisovat,dovitaminisovat,zvitaminisovat,vitaminisovat,přivitaminisovat,navitaminisovat,převitaminisovat
odvlíknout	zavlíknout,dovlíknout,podvléknout,navlíknout,vyvléknout,provléknout,vlíkat
odvykat	vykat,zvykat,uvykat,přivykat,navykat
odvzdušnit	vzdušnit,vzdušnice,vzdušnět
odvětit	větit,veto,věta
odzemkář	pozemkář,zemčan,zámkař,podzemní
odzírat	vyzírat,zírat,rozdírat,vdírat,Dírná
odér	dar,dozor,díra,dívat,zděř,Zátor,Dírná
odčervit	Červík,červený,červ
odštěničit	zaštěničit,vyštěničkovat,štěnice
odželezit	odželeznit,železo
odželeznit	odželezit
odžlučit	ožlučit
oferovat	diferovat,ofěrovat,feromovat,ferit,fér
oficiant	oficiální,oficiál,oficír,ofina
oficiál	oficiální,oficiant,oficír,zoficiálnit,zoficiálnět
oficiální	oficiál,oficiant,zoficiálnit,zoficiálnět,oficír
oficír	oficiant,oficiál,oficiální
ofina	oficiant,finiš,afinní
oflitrovat	flitrovat,poflitrovat
ofrňovat	frnět
ofěrovat	zafírovat,oferovat,fixírovat,fixovat
oglejit	glej
