# Derivations direct, srov
# derivations that will be added to DeriNet based on Etym dict 'srov' list. List if words with similar meaning, structure, etymological origin or some other similarity.

# WARNING - its complicated and the anotation was made really quickly by average person, not linguist!

# flaged by human, meanings:
# * probably incorrect
# @ possible incorrect
# $ the direction of derivation should be opposite
# & probably same common parent, or same ending, beginning - byrokracie, aristokracie or aerodynamický, aeroplán
# others are probably correct

derivation	parent
medvěd#NNM??-----A---?	jíst#V????--??-??I??
jed#NNI??-----A---?	jíst#V????--??-??I??
kobka#NNF??-----A---?	kabela#NNF??-----A---?
kakabus#NNM??-----A---?	kachel#NNI??-----A---?
čokoláda#NNF??-----A---?	kakadu#NNM??-----A----
papat#V????--??-??I??	kakadu#NNM??-----A----
kalumet#NNI??-----A---?	kalamář#NNI??-----A---?
koleda#NNF??-----A---?	kalendář#NNI??-----A---?
kaleidoskop#NNI??-----A---?	kaligrafie#NNF??-----A---?
kaluž#NNF??-----A---?	kal#NNI??-----A---?
alkalický#AA???----??---?	kalium#NNN??-----A---?
kamarád#NNM??-----A---?	kamarila#NNF??-----A---?
komora#NNF??-----A---?	kamera#NNF??-----A---?
komže#NNF??-----A---?	kamizola#NNF??-----A---?
komín#NNI??-----A---?	kamna#NNNP?-----A---?
komnata#NNF??-----A---?	kamna#NNNP?-----A---?
konopí#NNN??-----A---?	kanafas#NNI??-----A---?
karcer#NNI??-----A---?	kancelář#NNF??-----A---?
kantiléna#NNF??-----A---?	kancionál#NNI??-----A---?
kňour#NNM??-----A---?	kanec#NNM??-----A---?
kánon#NNI??-----A---?	kanon#NNI??-----A---?
kanál#NNI??-----A---?	kanon#NNI??-----A---?
kaňon#NNI??-----A---?	kanon#NNI??-----A---?
kantýna#NNF??-----A---?	kanton#NNI??-----A---?
kanasta#NNF??-----A---?	kanystr#NNI??-----A---?
kapitál#NNI??-----A---?	kapilára#NNF??-----A---?
kapela#NNF??-----A---?	kaple#NNF??-----A---?
kápě#NNF??-----A---?	kaple#NNF??-----A---?
kaprál#NNM??-----A---?	kapric#NNI??-----A---?
kapsle#NNF??-----A---?	kapsa#NNF??-----A---?
kasa#NNF??-----A---?	kapsa#NNF??-----A---?
kompot#NNI??-----A---?	kapusta#NNF??-----A---?
kompost#NNI??-----A---?	kapusta#NNF??-----A---?
koráb#NNI??-----A---?	karavela#NNF??-----A---?
karbon#NNI??-----A---?	karbanátek#NNI??-----A---?
karburátor#NNI??-----A---?	karbanátek#NNI??-----A---?
kancerogenní#AA???----??---?	karcinom#NNI??-----A---?
kardio#NNNS?-----A----	kardiak#NNM??-----A---?
kargo#NNN??-----A---?	karikatura#NNF??-----A---?
červ#NNM??-----A---?	karmín#NNI??-----A---?
červený#AA???----??---?	karmín#NNI??-----A---?
kostel#NNI??-----A---?	kastelán#NNM??-----A---?
rýma#NNF??-----A---?	katar#NNI??-----A---?
kata#NNF??-----A---?	katastr#NNI??-----A---?
echo#NNN??-----A---?	katechismus#NNI??-----A---?
anoda#NNF??-----A---?	katoda#NNF??-----A---?
kavalerie#NNF??-----A---?	kavalec#NNI??-----A---?
havran#NNM??-----A---?	kavka#NNF??-----A---?
kýbl#NNI??-----A---?	kbelík#NNI??-----A---?
koflík#NNI??-----A---?	kbelík#NNI??-----A---?
kejklat#V????--??-??I??	kejkle#NNFP?-----A---?
kýžený#AA???----??---?	keťas#NNM??-----A---?
kino#NNN??-----A---?	kinematografie#NNF??-----A---?
pozitivní#AA???----??---?	kladný#AA???----??---?
klika#NNF??-----A---?	klaka#NNF??-----A---?
klepat#V????--??-??I??	klapat#V????--??-??I??
klaret#NNI??-----A---?	klarinet#NNI??-----A---?
klauzura#NNF??-----A---?	klauzule#NNF??-----A---?
kleště#NNFP?-----A---?	klestit#V????--??-??I??
klíště#NNN??-----A----	klestit#V????--??-??I??
kloudný#AA???----??---?	klid#NNI??-----A---?
klima#NNN??-----A---?	klient#NNM??-----A---?
stereotyp#NNI??-----A---?	klišé#NNNXX-----A----
pnout#V????--??-??I??	klnout#V????--??-??I??
jmout#V????--??-??B??	klnout#V????--??-??I??
klokotat#V????--??-??I??	klohnit#V????--??-??I??
lopotit#V????--??-??I??	klopotit#V????--??-??I??
klášter#NNI??-----A---?	klozet#NNI??-----A---?
odpočinout#V????--??-??P??	poklad#NNI??-----A---?
komtesa#NNF??-----A---?	kmet#NNM??-----A---?
mžít#V????--??-??I??	kmitat#V????--??-??I??
kód#NNI??-----A---?	kodex#NNI??-----A---?
kodein#NNI??-----A---?	kofein#NNI??-----A---?
kokain#NNI??-----A---?	koka#AAXXX----1A----
koketa#NNF??-----A---?	kokarda#NNF??-----A---?
kučera#NNF??-----A---?	kokořík#NNI??-----A---?
labilní#AA???----??---?	kolaps#NNI??-----A---?
kolektiv#NNI??-----A---?	kolekce#NNF??-----A---?
chalupa#NNF??-----A---?	koliba#NNF??-----A---?
kolej#NNF??-----A---?	kolo#NNN??-----A---?
reportáž#NNF??-----A---?	kolportovat#V????--??-??I??
mandát#NNI??-----A---?	komandovat#V????--??-??I??
kombi#NNNXX-----A----	kombinovat#V????--??-??I??
kombiné#NNNXX-----A----	kombinovat#V????--??-??I??
kombinéza#NNF??-----A---?	kombinovat#V????--??-??I??
kombajn#NNI??-----A---?	kombinovat#V????--??-??I??
óda#NNF??-----A---?	komedie#NNF??-----A---?
pakt#NNI??-----A---?	kompaktáta#NNNP?-----A---?
pas#NNI??-----A---?	kompars#NNI??-----A---?
stipendium#NNN??-----A---?	kompendium#NNN??-----A---?
plénum#NNN??-----A---?	komplementární#AA???----1?---?
perplex#Db-------------	komplex#NNI??-----A---?
kompromitovat#V????--??-??B??	kompromis#NNI??-----A---?
imunní#AA???----??---?	komuna#NNF??-----A---?
konec#NNI??-----A---?	konat#V????--??-??I??
secese#NNF??-----A---?	koncert#NNI??-----A---?
kalendář#NNI??-----A---?	koncil#NNI??-----A---?
precizní#AA???----??---?	koncizní#AA???----??---?
kondicionál#NNI??-----A---?	kondice#NNF??-----A---?
profese#NNF??-----A---?	konfese#NNF??-----A---?
blízký#A????----??---?	konflikt#NNI??-----A---?
fronta#NNF??-----A---?	konfrontovat#V????--??-??B??
koridor#NNI??-----A---?	konkurence#NNF??-----A---?
solidární#AA???----??---?	konsolidovat#V????--??-??B??
instituce#NNF??-----A---?	konstituce#NNF??-----A---?
text#NNI??-----A---?	kontext#NNI??-----A---?
konstatovat#V????--??-??B??	kontrast#NNI??-----A---?
konvent#NNI??-----A---?	konvalinka#NNF??-----A---?
konzistoř#NNF??-----A---?	konzistence#NNF??-----A---?
sorta#NNF??-----A---?	konsorcium#NNN??-----A---?
exil#NNI??-----A---?	konzul#NNM??-----A---?
konzultovat#V????--??-??B??	konzul#NNM??-----A---?
konšel#NNM??-----A---?	konzul#NNM??-----A---?
resumé#NNNXX-----A----	konzumovat#V????--??-??I??
kopí#NNN??-----A---?	kopat#V????--??-??I??
kuplíř#NNM??-----A---?	kopulace#NNF??-----A---?
korveta#NNF??-----A---?	korba#NNF??-----A---?
korbel#NNI??-----A---?	korba#NNF??-----A---?
krabice#NNF??-----A---?	korba#NNF??-----A---?
klavichord#NNI??-----A---?	kordon#NNI??-----A---?
respondent#NNM??-----A---?	korespondovat#V????--??-??I??
sponzor#NNM??-----A---?	korespondovat#V????--??-??I??
rmoutit#V????--??-??I??	kormorán#NNM??-----A---?
církev#NNF??-----A---?	korouhev#NNF??-----A---?
konev#NNF??-----A---?	korouhev#NNF??-----A---?
kopyto#NNN??-----A---?	koryto#NNN??-----A---?
korzár#NNM??-----A---?	korzo#NNN??-----A---?
krusta#NNF??-----A---?	korýš#NNM??-----A---?
kosý#AA???----??---?	kosa#NNF??-----A---?
kosmos#NNI??-----A----	kosmetika#NNF??-----A---?
kostival#NNI??-----A---?	kost#NNF??-----A---?
košťál#NNI??-----A---?	kost#NNF??-----A---?
osten#NNI??-----A---?	kost#NNF??-----A---?
kotrba#NNF??-----A---?	kostrbatý#AA???----??---?
česat#V????--??-??I??	kostrbatý#AA???----??---?
trčet#V????--??-??I??	kotrč#NNF??-----A---?
kadeř#NNF??-----A---?	koudel#NNF??-----A---?
část#NNF??-----A---?	kousat#V????--??-??I??
koloděj#NNI??-----A---?	koza#NNF??-----A---?
kotva#NNF??-----A---?	kočka#NNF??-----A---?
kocovina#NNF??-----A---?	kocour#NNM??-----A---?
krčma#NNF??-----A---?	kořen#NNIS2-----A---1
karbanátek#NNI??-----A---?	krb#NNI??-----A---?
hřbitov#NNI??-----A---?	krchov#NNI??-----A---?
kříž#NNI??-----A---?	krejcar#NNI??-----A---?
krb#NNI??-----A---?	kremace#NNF??-----A---?
kreatura#NNF??-----A---?	kreace#NNF??-----A---?
legrace#NNF??-----A---?	rekreace#NNF??-----A---?
krepdešín#NNI??-----A---?	krep#NNI??-----A---?
kroket#NNI??-----A---?	kriket#NNI??-----A---?
krejzl#NNI??-----A---?	kripl#NNM??-----A---?
krempa#NNF??-----A---?	kripl#NNM??-----A---?
cyklokros#NNI??-----A---?	kros#NNI??-----A---?
motokros#NNI??-----A---?	kros#NNI??-----A---?
ring#NNI??-----A---?	kruh#NNI??-----A---?
škrundat#V????--??-??I??	kručet#V????--??-??I??
křehký#AA???----??---?	krušný#AA???----??---?
křišťál#NNI??-----A---?	krystal#NNI??-----A---?
krát#Db-------------	krátký#AA???----??---?
krocan#NNM??-----A---?	krůta#NNF??-----A---?
kuloár#NNI??-----A---?	kulantní#AA???----??---?
kulisa#NNF??-----A---?	kulantní#AA???----??---?
belhat#V????--??-??I??	kulhat#V????--??-??I??
kolonie#NNF??-----A---?	kult#NNI??-----A---?
kamrlík#NNI??-----A---?	kumbál#NNI??-----A---?
kumšt#NNI??-----A---?	kunčoft#NNM??-----A---?
znát#V???---??-??I??	kunčoft#NNM??-----A---?
kupon#NNI??-----A---?	kupé#NNNXX-----A----
exkurze#NNF??-----A---?	kurziva#NNF??-----A---?
kurátor#NNM??-----A---?	kurát#NNM??-----A---?
skutek#NNI??-----A---?	kutit#V????--??-??I??
pokuta#NNF??-----A---?	kutit#V????--??-??I??
kotouč#NNI??-----A---?	kutálet#V????--??-??I??
kotrmelec#NNI??-----A---?	kotoul#NNI??-----A---?
kvalita#NNF??-----A---?	kvalifikovat#V????--??-??B??
kvas#NNI??-----A---?	kvapit#V????--??-??I??
kyselý#AA???----??---?	kvapit#V????--??-??I??
kvačit#V????--??-??I??	kvapit#V????--??-??I??
kvartál#NNI??-----A---?	kvarta#NNF??-----A---?
kvartýr#NNI??-----A---?	kvarta#NNF??-----A---?
akvarel#NNI??-----A---?	kvaš#NNF??-----A---?
kviz#NNI??-----A---?	kvestor#NNM??-----A---?
kvintesence#NNF??-----A---?	kvinta#NNF??-----A---?
kvintet#NNI??-----A---?	kvinta#NNF??-----A---?
rekviem#NNNXX-----A----	kvit#Db-------------
pokoj#NNI??-----A---?	kvit#Db-------------
kvadrant#NNI??-----A---?	kvadrát#NNI??-----A---?
kyprý#AA???----??---?	kypět#V????--??-??I??
kynout#V????--??-??I??	kypět#V????--??-??I??
kvádr#NNI??-----A---?	kádr#NNI??-----A---?
hárat#V????--??-??I??	kárat#V????--??-??I??
citera#NNF??-----A---?	kýta#NNF??-----A---?
mávat#V????--??-??I??	kývat#V????--??-??I??
kymácet#V????--??-??I??	kývat#V????--??-??I??
kutit#V????--??-??I??	kývat#V????--??-??I??
hýždě#NNF??-----A---?	kýč#NNI??-----A---?
knír#NNI??-----A---?	kňourat#V????--??-??I??
křídlo#NNN??-----A---?	křivý#AA???----??---?
křeč#NNF??-----A---?	křivý#AA???----??---?
kšaft#NNI??-----A---?	kšeft#NNI??-----A---?
štít#NNI??-----A---?	kšilt#NNI??-----A---?
lakmus#NNI??-----A---?	lak#NNI??-----A---?
omeleta#NNF??-----A---?	lamela#NNF??-----A---?
radar#NNI??-----A---?	laser#NNI??-----A---?
fond#NNI??-----A---?	latifundie#NNFP?-----A---?
vavřín#NNI??-----A---?	laureát#NNM??-----A---?
láva#NNF??-----A---?	lavice#NNF??-----A---?
laxní#AA???----??---?	leasing#NNI??-----A---?
lebeda#NNF??-----A---?	lebedit#V????--??-??I??
legální#AA???----??---?	legislativa#NNF??-----A---?
legato#NNN??-----A---?	legovat#V????--??-??I??
leva#NNNXX-----A----	lei#NNXXX-----A----
lev#NNM??-----A---?	lei#NNXXX-----A----
rejstřík#NNI??-----A---?	lejstro#NNN??-----A---?
orloj#NNI??-----A---?	lejstro#NNN??-----A---?
kraj#NNI??-----A---?	lem#NNI??-----A---?
kumbál#NNI??-----A---?	lempl#NNM??-----A---?
levhart#NNM??-----A---?	leopard#NNM??-----A---?
pardál#NNM??-----A---?	leopard#NNM??-----A---?
gepard#NNM??-----A---?	leopard#NNM??-----A---?
lnout#V????--??-??I??	lepit#V????--??-??I??
lejno#NNN??-----A---?	lepit#V????--??-??I??
lešení#NNN??-----A---?	les#NNI??-----A---?
luna#NNF??-----A---?	letovat#V????--??-??I??
lhostejný#A????----??---?	lhůta#NNF??-----A---?
lišit#V????--??-??I??	lichý#AA???----??---?
příliš#Db-------------	lichý#AA???----??---?
likér#NNI??-----A---?	likvidovat#V????--??-??B??
anilin#NNI??-----A---?	lila#AAXXX----1A----
len#NNI??-----A---?	linie#NNF??-----A---?
lóže#NNF??-----A---?	lobby#NNFXX-----A----
lodžie#NNF??-----A---?	lobby#NNFXX-----A----
lokna#NNF??-----A---?	loch#NNI??-----A---?
hmoždit#V????--??-??I??	lomozit#V????--??-??I??
loterie#NNF??-----A---?	loto#NNN??-----A---?
lobby#NNFXX-----A----	loubí#NNN??-----A---?
líh#NNI??-----A---?	louh#NNI??-----A---?
luk#NNI??-----A---?	louka#NNF??-----A---?
loupat#V????--??-??I??	louskat#V????--??-??I??
lupat#V????--??-??I??	louskat#V????--??-??I??
luštěnina#NNF??-----A---?	lusk#NNI??-----A---?
luštit#V????--??-??I??	lusk#NNI??-----A---?
lucerna#NNF??-----A---?	louč#NNF??-----A---?
kakat#V????--??-??I??	lulat#V????--??-??I??
luminiscence#NNF??-----A---?	lumen#NNI??-----A---?
lub#NNI??-----A---?	lyceum#NNN??-----A---?
lůza#NNF??-----A---?	lyceum#NNN??-----A---?
luňák#NNM??-----A---?	lysý#AA???----??---?
lues#NNNXX-----A----	lyzol#NNI??-----A---?
olej#NNI??-----A---?	lyzol#NNI??-----A---?
lógr#NNI??-----A---?	lágr#NNI??-----A---?
lomcovat#V????--??-??I??	lomit#V????--??-??I??
lem#NNI??-----A---?	lomit#V????--??-??I??
lomikámen#NNI??-----A---?	lomit#V????--??-??I??
látka#NNF??-----A---?	látat#V????--??-??I??
lán#NNI??-----A---?	léno#NNN??-----A---?
libido#NNN??-----A---?	libý#AA???----??---?
lín#NNM??-----A---?	línat#V????--??-??I??
linout#V????--??-??I??	lít#V????--??-??I??
lívanec#NNI??-----A---?	lít#V????--??-??I??
sléz#NNI??-----A---?	slíva#NNF??-----A---?
slina#NNF??-----A---?	slíva#NNF??-----A---?
slimák#NNM??-----A---?	slíva#NNF??-----A---?
macek#NNM??-----A---?	macatý#AA???----??---?
magistrála#NNF??-----A---?	magistr#NNM??-----A---?
mistral#NNI??-----A---?	magistr#NNM??-----A---?
magnát#NNM??-----A---?	magistr#NNM??-----A---?
magnezium#NNN??-----A---?	magnet#NNI??-----A---?
major#NNM??-----A---?	majestát#NNI??-----A---?
hmatat#V????--??-??I??	makat#V????--??-??I??
makulatura#NNF??-----A---?	maketa#NNF??-----A---?
machr#NNM??-----A---?	makléř#NNM??-----A---?
malér#NNI??-----A---?	malárie#NNF??-----A---?
malátný#AA???----??---?	malárie#NNF??-----A---?
aero#NNN??-----A---?	malárie#NNF??-----A---?
moruše#NNF??-----A---?	malina#NNF??-----A---?
malicherný#AA???----??---?	malý#AA???----??---?
malomocný#AA???----??---?	malý#AA???----??---?
mumlat#V????--??-??I??	mamlas#NNM??-----A---?
mandant#NNM??-----A---?	mandarín#NNM??-----A---?
man#NNM??-----A---?	manekýn#NNM??-----A---?
manuskript#NNI??-----A---?	manifest#NNI??-----A---?
manipulovat#V????--??-??I??	manikúra#NNF??-----A---?
manifest#NNI??-----A---?	manikúra#NNF??-----A---?
maník#NNM??-----A---?	mančaft#NNI??-----A---?
zamanout#V????--??-??P??	maně#Db-------------
markovat#V????--??-??I??	markantní#AA???----??---?
markýrovat#V????--??-??I??	markantní#AA???----??---?
komerce#NNF??-----A---?	marketing#NNI??-----A---?
jarmark#NNI??-----A---?	marketing#NNI??-----A---?
meloun#NNI??-----A---?	marmeláda#NNF??-----A---?
mariáš#NNI??-----A---?	maskulinum#NNN??-----A---?
masiv#NNI??-----A---?	masa#NNF??-----A---?
mazat#V????--??-??I??	masa#NNF??-----A---?
mastodont#NNM??-----A---?	mastitida#NNF??-----A---?
matrice#NNF??-----A---?	materiál#NNI??-----A---?
matrika#NNF??-----A---?	materiál#NNI??-----A---?
matiné#NNNXX-----A----	maturita#NNF??-----A---?
machinace#NNF??-----A---?	mašina#NNF??-----A---?
maršál#NNM??-----A---?	maštal#NNF??-----A---?
stáj#NNF??-----A---?	maštal#NNF??-----A---?
mýt#V????--??-??I??	mech#NNI??-----A---?
mašina#NNF??-----A---?	mechanika#NNF??-----A---?
medikament#NNI??-----A---?	medicína#NNF??-----A---?
melodram#NNI??-----A---?	melodie#NNF??-----A---?
parodie#NNF??-----A---?	melodie#NNF??-----A---?
marmeláda#NNF??-----A---?	melouch#NNI??-----A---?
pelmel#NNI??-----A---?	melírovaný#AA???----??---?
memorovat#V????--??-??I??	memorandum#NNN??-----A---?
menuet#NNI??-----A---?	menu#NNNXX-----A----
minuta#NNF??-----A---?	menu#NNNXX-----A----
mísa#NNF??-----A---?	menza#NNF??-----A---?
mísit#V????--??-??I??	mestic#NNM??-----A---?
mezera#NNF??-----A---?	mez#NNF??-----A---?
mačkat#V????--??-??I??	mekat#V????--??-??I??
míč#NNI??-----A---?	mekat#V????--??-??I??
mouka#NNF??-----A---?	mekat#V????--??-??I??
milice#NNF??-----A---?	militarismus#NNI??-----A---?
prostopášný#AA???----??---?	roztomilý#AA???----??---?
mimikry#NNFP?-----A---?	mim#NNM??-----A---?
mimóza#NNF??-----A---?	mim#NNM??-----A---?
mámit#V????--??-??I??	mim#NNM??-----A---?
minerál#NNI??-----A---?	mina#NNF??-----A---?
minuskule#NNF??-----A---?	minus#Db-------------
ministr#NNM??-----A---?	minus#Db-------------
bída#NNF??-----A---?	mizera#NNF??-----A---?
míza#NNF??-----A---?	mlha#NNF??-----A---?
mrmlat#V????--??-??I??	mluvit#V????--??-??I??
mručet#V????--??-??I??	mluvit#V????--??-??I??
velmož#NNM??-----A---?	zámožný#AA???----??---?
mohutný#AA???----??---?	moci#V???---??-??I??
motiv#NNI??-----A---?	moment#NNI??-----A---?
monument#NNI??-----A---?	monitor#NNI??-----A---?
okulár#NNI??-----A---?	monokl#NNI??-----A---?
litografie#NNF??-----A---?	monolit#NNI??-----A---?
sir#NNM??-----A---?	monsignore#NNM??-----A---?
morální#AA???----??---?	morous#NNM??-----A---?
mušketa#NNF??-----A---?	moskyt#NNM??-----A---?
mást#V????--??-??I??	motat#V????--??-??I??
motouz#NNI??-----A---?	motat#V????--??-??I??
motýl#NNM??-----A---?	motat#V????--??-??I??
mšice#NNF??-----A---?	moucha#NNF??-----A----
moskyt#NNM??-----A---?	moucha#NNF??-----A----
morče#NNN??-----A---?	moře#NNN??-----A---?
mrholit#V????--??-??I??	mrak#NNI??-----A---?
mrak#NNI??-----A---?	mrdat#V????--??-??I??
mrva#NNF??-----A---?	mráz#NNI??-----A---?
mrdat#V????--??-??I??	mrštit#V????--??-??P??
měkký#AA???----??---?	muka#NNF??-----A---?
mušle#NNF??-----A---?	muskulární#AA???----1?---?
islám#NNI??-----A---?	muslim#NNM??-----A---?
msta#NNF??-----A----	mutace#NNF??-----A---?
mýtus#NNI??-----A---?	mysl#NNF??-----A---?
mystika#NNF??-----A---?	mystérium#NNN??-----A---?
nozdra#NNF??-----A---?	mázdra#NNF??-----A---?
muzeum#NNN??-----A---?	múza#NNF??-----A---?
mozaika#NNF??-----A---?	múza#NNF??-----A---?
meniskus#NNI??-----A---?	měsíc#NNI??-----A---?
míchat#V????--??-??I??	misál#NNI??-----A---?
meta#NNF??-----A---?	misál#NNI??-----A---?
město#NNN??-----A---?	misál#NNI??-----A---?
motolice#NNF??-----A---?	můra#NNF??-----A---?
lišaj#NNM??-----A---?	můra#NNF??-----A---?
mřenka#NNF??-----A---?	můra#NNF??-----A---?
nacionální#AA???----??---?	nacionále#NNN??-----A---?
nažka#NNF??-----A---?	nahý#AA???----1?---?
nacionále#NNN??-----A---?	naivní#AA???----??---?
narkomanie#NNF??-----A---?	narkóza#NNF??-----A---?
posupný#AA???----??---?	nasupit#V????--??-??P??
supět#V????--??-??I??	nasupit#V????--??-??P??
ubohý#AA???----??---?	nebohý#AA???----??---?
paleolit#NNI??-----A---?	neolit#NNI??-----A---?
monolit#NNI??-----A---?	neolit#NNI??-----A---?
zanevřít#V????--??-??P??	nevrlý#AA???----??---?
ničit#V????--??-??I??	nic#Db-------------
nízký#AA???----??---?	niva#NNF??-----A---?
nominální#AA???----1?---?	nominovat#V????--??-??B??
nomenklatura#NNF??-----A---?	nominovat#V????--??-??B??
senzitivní#AA???----??---?	nonsens#NNI??-----A---?
nosorožec#NNM??-----A---?	nos#NNI??-----A---?
ponrava#NNF??-----A---?	nořit#V????--??-??I??
nukleus#NNI??-----A---?	nugát#NNI??-----A---?
lymfa#NNF??-----A---?	nymfa#NNF??-----A---?
Vánoce#NNFP?-----A---?	nádhera#NNF??-----A---?
navštívit#V????--??-??P??	návěští#NNN??-----A---?
sněť#NNF??-----A----	nítit#V????--??-??I??
chléb#NNI??-----A---?	obilí#NNN??-----A---?
žito#NNN??-----A---?	obilí#NNN??-----A---?
subjekt#NNI??-----A---?	objekt#NNI??-----A---?
předmět#NNI??-----A---?	objekt#NNI??-----A---?
zout#V????--??-??P??	obout#V????--??-??P??
onuce#NNF??-----A---?	obout#V????--??-??P??
věta#NNF??-----A---?	oběť#NNF??-----A---?
závěť#NNF??-----A---?	oběť#NNF??-----A---?
pás#NNI??-----A---?	ocas#NNI??-----A---?
smečka#NNF??-----A---?	smýkat#V????--??-??I??
ozon#NNI??-----A---?	odér#NNI??-----A---?
sajdkára#NNF??-----A---?	ofsajd#NNI??-----A---?
benefice#NNF??-----A---?	oficiální#AA???----??---?
okluziva#NNF??-----A---?	okluze#NNF??-----A---?
okno#NNN??-----A---?	oko#NNN??-----A---?
kreslit#V????--??-??I??	okres#NNI??-----A---?
oktáva#NNF??-----A---?	oktan#NNI??-----A---?
okteto#NNN??-----A---?	oktan#NNI??-----A---?
oligarchie#NNF??-----A---?	oligofrenie#NNF??-----A---?
frenetický#AA???----??---?	oligofrenie#NNF??-----A---?
tykat#V????--??-??I??	onikat#V????--??-??I??
vykat#V????--??-??I??	onikat#V????--??-??I??
rozpaky#NNIP?-----A---?	opak#NNI??-----A---?
zpět#Db-------------	opět#Db-------------
pomeranč#NNI??-----A---?	oranžový#AA???----??---?
ratejna#NNF??-----A---?	orat#V????--??-??I??
ordinář#NNM??-----A---?	ordinace#NNF??-----A---?
organizovat#V????--??-??B??	orgán#NNI??-----A---?
orientovat#V????--??-??B??	orientální#AA???----??---?
paradox#NNI??-----A---?	ortodoxní#AA???----??---?
epos#NNI??-----A---?	ortoepie#NNF??-----A---?
síť#NNF??-----A---?	osidlo#NNN??-----A---?
kanout#V????--??-??I??	oslnit#V????--??-??P??
strouha#NNF??-----A---?	ostrov#NNI??-----A---?
triumf#NNI??-----A---?	ovace#NNF??-----A---?
pulovr#NNI??-----A---?	ovce#NNF??-----A---?
jíst#V????--??-??I??	ovoce#NNN??-----A----
ovál#NNI??-----A---?	ovulace#NNF??-----A---?
vejce#NNN??-----A---?	ovulace#NNF??-----A---?
oxymoron#NNNS?-----A----	oxid#NNI??-----A---?
orat#V????--??-??I??	oř#NNM??-----A---?
vonět#V????--??-??I??	puch#NNI??-----A---?
pasiáns#NNI??-----A---?	pacient#NNM??-----A---?
past#NNF??-----A---?	propast#NNF??-----A---?
padouch#NNM??-----A---?	padat#V????--??-??I??
pádit#V????--??-??I??	padat#V????--??-??I??
pakovat#V????--??-??I??	pakl#NNI??-----A---?
palmáre#NNNXX-----A----	palma#NNF??-----A---?
slečna#NNF??-----A---?	pan#NNMS?-----A---?
panděro#NNN??-----A---?	pancíř#NNI??-----A---?
krev#NNF??-----A---?	pankreas#NNI??-----A----
bandáž#NNF??-----A---?	pant#NNI??-----A---?
pentle#NNF??-----A---?	pant#NNI??-----A---?
panteon#NNI??-----A---?	panteismus#NNI??-----A---?
papá#NNMXX-----A----	papež#NNM??-----A---?
huba#NNF??-----A---?	papula#NNF??-----A---?
parafa#NNF??-----A---?	paragraf#NNI??-----A---?
parciální#AA???----1?---?	parcela#NNF??-----A---?
part#NNI??-----A---?	parcela#NNF??-----A---?
partie#NNF??-----A---?	parcela#NNF??-----A---?
parkovat#V????--??-??I??	park#NNI??-----A---?
partner#NNM??-----A---?	partyzán#NNM??-----A---?
zápas#NNI??-----A---?	pasovat#V????--??-??B??
pastilka#NNF??-----A---?	pasta#NNF??-----A---?
pasáž#NNF??-----A---?	pasé#AAXXX----1A----
opět#Db-------------	pata#NNF??-----A---?
páteř#NNF??-----A---?	páternoster#NNI??-----A---?
pouť#NNF??-----A---?	patro#NNN??-----A---?
patricij#NNM??-----A---?	patron#NNM??-----A---?
batalion#NNI??-----A---?	patálie#NNF??-----A---?
šetřit#V????--??-??I??	patřit#V????--??-??I??
slušet#V????--??-??I??	patřit#V????--??-??I??
pasionál#NNI??-----A---?	pašije#NNF??-----A---?
pašák#NNM??-----A---?	pašerák#NNM??-----A---?
čuně#NNN??-----A---?	pašík#NNM??-----A---?
foch#NNI??-----A---?	pažení#NNN??-----?---?
žít#V????--??-??I??	pažení#NNN??-----?---?
pařez#NNI??-----A---?	pažení#NNN??-----?---?
pedofil#NNM??-----A---?	pederast#NNM??-----A---?
pedál#NNI??-----A---?	pedikúra#NNF??-----A---?
pech#NNIS?-----A----	peklo#NNN??-----A---?
parapet#NNI??-----A---?	pektorální#AA???----1?---?
kakost#NNI??-----A---?	pelargonie#NNF??-----A---?
lysý#AA???----??---?	pelichat#V????--??-??I??
penze#NNF??-----A---?	pandán#NNI??-----A---?
penicilin#NNI??-----A---?	penis#NNI??-----A---?
trilogie#NNF??-----A---?	pentalogie#NNF??-----A---?
tetralogie#NNF??-----A---?	pentalogie#NNF??-----A---?
penalta#NNF??-----A---?	penále#NNN??-----A----
pence#NNF??-----A---?	peníz#NNI??-----A---?
paprika#NNF??-----A---?	pepř#NNI??-----A---?
perník#NNI??-----A---?	pepř#NNI??-----A---?
recepce#NNF??-----A---?	percepce#NNF??-----A---?
práh#NNI??-----A---?	pergola#NNF??-----A---?
semafor#NNI??-----A---?	periferie#NNF??-----A---?
prospekt#NNI??-----A---?	perspektiva#NNF??-----A---?
pstruh#NNM??-----A---?	pestrý#AA???----??---?
psát#V????--??-??I??	pestrý#AA???----??---?
pěkný#AA???----??---?	pestrý#AA???----??---?
piha#NNF??-----A---?	pestrý#AA???----??---?
laterna#NNF??-----A---?	lampa#NNF??-----A---?
veřej#NNF??-----A---?	peřej#NNF??-----A---?
spiknout#V????--??-??P??	pikle#NNIP?-----A---?
pant#NNI??-----A---?	pingl#NNM??-----A---?
pingpong#NNI??-----A---?	pinkat#V????--??-??I??
piktogram#NNI??-----A---?	pinta#NNF??-----A---?
píča#NNF??-----A---?	pinďour#NNM??-----A---?
peon#NNM??-----A---?	pion#NNM??-----A---?
pestík#NNI??-----A---?	pisoár#NNI??-----A---?
potvora#NNF??-----A---?	pitvořit#V????--??-??I??
