parent	grandparent	derivation
prd#NNI??-----A---?	kotrmelec#NNI??-----A---?	prdel#NNF??-----A---?
chomáč#NNI??-----A---?	koudel#NNF??-----A---?	chundel#NNI??-----A---?
jircha#NNF??-----A---?	koza#NNF??-----A---?	kůže#NNF??-----A---?
konat#V????--??-??I??	kraj#NNI??-----A---?	končina#NNF??-----A---?
krojit#V????--??-??P??	kraj#NNI??-----A---?	krajíc#NNI??-----A---?
křísnout#V????--??-??P??	krb#NNI??-----A---?	křesat#V????--??-??I??
korouhev#NNF??-----A---?	krchov#NNI??-----A---?	církev#NNF??-----A---?
akreditovat#V????--??-??B??	kredenc#NNF??-----A---?	kredit#NNI??-----A---?
krb#NNI??-----A---?	kremace#NNF??-----A---?	křesat#V????--??-??I??
krenelovat#V????--??-??I??	rekreace#NNF??-----A---?	kreace#NNF??-----A---?
diakritika#NNF??-----A---?	kritérium#NNN??-----A---?	kritický#AA???----??---?
chromosom#NNI??-----A---?	krnět#V????--??-??I??	chromý#AA???----??---?
moč#NNF??-----A---?	kráčet#V????--??-??I??	močit#V????--??-??I??
klučit#V????--??-??I??	kruh#NNI??-----A---?	krčit#V????--??-??I??
kruh#NNI??-----A---?	kručet#V????--??-??I??	krkat#V????--??-??I??
obraz#NNI??-----A---?	krát#Db-------------	ráz#NNI??-----A---?
korýš#NNM??-----A---?	krátký#AA???----??---?	kůra#NNF??-----A---?
črtat#V????--??-??I??	krátký#AA???----??---?	črta#NNF??-----A---?
srnec#NNM??-----A---?	kráva#NNF??-----A---?	srna#NNF??-----A---?
kredenc#NNF??-----A---?	krédo#NNN??-----A---?	kredit#NNI??-----A---?
konzistentní#AA???----??---?	kulminovat#V????--??-??I??	excelentní#AA???----??---?
kopulovat#V????--??-??I??	kuplet#NNI??-----A---?	kopulace#NNF??-----A---?
korzovat#V????--??-??I??	kurikulum#NNN??-----A---?	konkurence#NNF??-----A---?
kokarda#NNF??-----A---?	kurva#NNF??-----A---?	koketa#NNF??-----A---?
kurikulum#NNN??-----A---?	kurziva#NNF??-----A---?	kurs#NNI??-----A---?
akorát#Db------------?	kurát#NNM??-----A---?	kúra#NNF??-----A---?
anketa#NNF??-----A---?	kvestor#NNM??-----A---?	inkvizice#NNF??-----A---?
alka#NNF??-----A---?	kyanid#NNI??-----A---?	cyankáli#NNNXX-----A----
kývnout#V????--??-??P??	kynout#V????--??-??I??	kývat#V????--??-??I??
kapric#NNI??-----A---?	kápo#NNM??-----A---?	kaprál#NNM??-----A---?
kapitula#NNF??-----A---?	kápo#NNM??-----A---?	kapitán#NNM??-----A---?
hořký#AA???----??---?	kárat#V????--??-??I??	hořet#V???---??-??I??
kytka#NNF??-----A---?	kýta#NNF??-----A---?	kytice#NNF??-----A---?
kničet#V????--??-??I??	kňourat#V????--??-??I??	kňučet#V????--??-??I??
kručet#V????--??-??I??	křeč#NNF??-----A---?	krčit#V????--??-??I??
křeč#NNF??-----A---?	křivý#AA???----??---?	kruh#NNI??-----A---?
krnět#V????--??-??I??	křižmo#Db-------------	chrom#NNI??-----A---?
křtít#V????--??-??I??	křižmo#Db-------------	křest#NNI??-----A---?
kritérium#NNN??-----A---?	křída#NNF??-----A---?	kritický#AA???----??---?
dekret#NNI??-----A---?	křída#NNF??-----A---?	diskrétní#AA???----??---?
chrobák#NNM??-----A---?	kříšť#NNI??-----A---?	chroustat#V????--??-??I??
chroupat#V????--??-??I??	kříšť#NNI??-----A---?	křupat#V????--??-??I??
láčka#NNF??-----A---?	láhev#NNF??-----A---?	láčkovec#NNM??-----A---?
gauč#NNI??-----A---?	lajtnant#NNM??-----A---?	lokální#AA???----??---?
lamino#NNN??-----A---?	lamela#NNF??-----A---?	laminát#NNI??-----A---?
keson#NNI??-----A---?	lapat#V????--??-??I??	chňapat#V????--??-??I??
couvat#V????--??-??I??	lapat#V????--??-??I??	capat#V????--??-??I??
kolébat#V????--??-??I??	lapsus#NNI??-----A---?	labilní#AA???----??---?
lapsus#NNI??-----A---?	lavina#NNF??-----A---?	labilní#AA???----??---?
aliance#NNF??-----A---?	legato#NNN??-----A---?	liga#NNF??-----A---?
konotovat#V????--??-??I??	legenda#NNF??-----A---?	lekce#NNF??-----A---?
fertilní#AA???----??---?	legislativa#NNF??-----A---?	konference#NNF??-----A---?
legato#NNN??-----A---?	legovat#V????--??-??I??	liga#NNF??-----A---?
kolo#NNN??-----A---?	lejstro#NNN??-----A---?	kolej#NNF??-----A---?
kreovat#V????--??-??B??	lejstro#NNN??-----A---?	legrace#NNF??-----A---?
legenda#NNF??-----A---?	leklý#AA???----??---?	lektor#NNM??-----A---?
lei#NNXXX-----A----	leopard#NNM??-----A---?	lev#NNM??-----A---?
lísa#NNF??-----A---?	les#NNI??-----A---?	líska#NNF??-----A---?
experiment#NNI??-----A---?	letargie#NNF??-----A---?	energie#NNF??-----A---?
diluvium#NNN??-----A---?	levandule#NNF??-----A---?	lavor#NNI??-----A---?
dyslexie#NNF??-----A---?	levý#AA???----??---?	lexikon#NNI??-----A---?
konto#NNN??-----A---?	libela#NNF??-----A---?	libra#NNF??-----A---?
legovat#V????--??-??I??	ligatura#NNF??-----A---?	liga#NNF??-----A---?
dymián#NNI??-----A---?	lipan#NNM??-----A---?	tymián#NNI??-----A---?
federovat#V????--??-??I??	liturgie#NNF??-----A---?	demiurg#NNM??-----A---?
letargie#NNF??-----A---?	liturgie#NNF??-----A---?	orgie#NNF??-----A---?
ligatura#NNF??-----A---?	liána#NNF??-----A---?	aliance#NNF??-----A---?
legitimní#AA???----??---?	loajální#AA???----??---?	legislativa#NNF??-----A---?
aritmetika#NNF??-----A---?	log#NNI??-----A---?	logika#NNF??-----A---?
lekat#V????--??-??I??	log#NNI??-----A---?	dialog#NNI??-----A---?
epilog#NNI??-----A---?	log#NNI??-----A---?	prolog#NNI??-----A---?
fěrtoch#NNI??-----A---?	loktuše#NNF??-----A---?	lajntuch#NNI??-----A---?
lapit#V????--??-??P??	lopata#NNF??-----A---?	lapat#V????--??-??I??
los#NNI??-----A---?	loto#NNN??-----A---?	loterie#NNF??-----A---?
kozák#NNI??-----A---?	koželuh#NNM??-----A---?	koloděj#NNI??-----A---?
dříve#Dg-------?A---?	koželuh#NNM??-----A---?	drvoštěp#NNM??-----A---?
proláknout#V????--??-??P??	louka#NNF??-----A---?	proláklina#NNF??-----A---?
louh#NNI??-----A---?	louka#NNF??-----A---?	luh#NNI??-----A---?
letovat#V????--??-??I??	louč#NNF??-----A---?	luna#NNF??-----A---?
leukemie#NNF??-----A---?	louč#NNF??-----A---?	leukémie#NNF??-----A---?
louka#NNF??-----A---?	loučit#V????--??-??I??	luk#NNI??-----A---?
líc#NNF??-----A---?	loučit#V????--??-??I??	líčit#V????--??-??I??
lux#NNI??-----A---?	lues#NNNXX-----A----	luxace#NNF??-----A---?
louskat#V????--??-??I??	luskat#V????--??-??I??	lupat#V????--??-??I??
hydrolýza#NNF??-----A---?	lyzol#NNI??-----A---?	analýza#NNF??-----A---?
kláda#NNF??-----A---?	ládovat#V????--??-??I??	klást#V????--??-??I??
lomoz#NNI??-----A---?	lomit#V????--??-??I??	lomozit#V????--??-??I??
oplatka#NNF??-----A---?	látat#V????--??-??I??	záplata#NNF??-----A---?
buk#NNI??-----A---?	machr#NNM??-----A---?	bookmaker#NNM??-----A---?
Polsko#NNN??-----A---?	maděra#NNF??-----A---?	polka#NNF??-----A---?
majstr#NNM??-----A---?	magistr#NNM??-----A---?	mistr#NNM??-----A---?
benigní#AA???----??---?	malárie#NNF??-----A---?	maligní#AA???----??---?
hejtman#NNM??-----A---?	man#NNM??-----A---?	muž#NNM??-----A---?
komtur#NNM??-----A---?	mandant#NNM??-----A---?	mandát#NNI??-----A---?
man#NNM??-----A---?	manekýn#NNM??-----A---?	muž#NNM??-----A---?
kurát#NNM??-----A---?	manikúra#NNF??-----A---?	kúra#NNF??-----A---?
manuál#NNI??-----A---?	manufaktura#NNF??-----A---?	manuální#AA???----1?---?
infekce#NNF??-----A---?	manufaktura#NNF??-----A---?	faktura#NNF??-----A---?
opus#NNI??-----A---?	manévr#NNI??-----A---?	opera#NNF??-----A---?
manikura#NNF??-----A---?	manévr#NNI??-----A---?	manuskript#NNI??-----A---?
manévr#NNI??-----A---?	manéž#NNF??-----A---?	manipulace#NNF??-----A---?
manekýn#NNM??-----A---?	maník#NNM??-----A---?	man#NNM??-----A---?
manufaktura#NNF??-----A---?	manýra#NNF??-----A---?	manuální#AA???----1?---?
manýra#NNF??-----A---?	manžeta#NNF??-----A---?	manuální#AA???----1?---?
demarkace#NNF??-----A---?	marginální#AA???----??---?	marka#NNF??-----A---?
maňas#NNM??-----A---?	marioneta#NNF??-----A---?	maňásek#NNM??-----A---?
marginální#AA???----??---?	markantní#AA???----??---?	marka#NNF??-----A---?
markant#NNI??-----A---?	marže#NNF??-----A---?	marginální#AA???----??---?
masturbovat#V????--??-??I??	maskulinum#NNN??-----A---?	masturbace#NNF??-----A---?
cera#NNF??-----A----	materiál#NNI??-----A---?	matka#NNF??-----A---?
maděra#NNF??-----A---?	mazurka#NNF??-----A---?	polka#NNF??-----A---?
omšít#V????---?-??P??	mech#NNI??-----A---?	omšelý#AA???----??---?
mašina#NNF??-----A---?	mechanika#NNF??-----A---?	machinace#NNF??-----A---?
komedie#NNF??-----A---?	melodie#NNF??-----A---?	óda#NNF??-----A---?
reminescence#NNF??-----A---?	memento#NNN??-----A---?	reminiscence#NNF??-----A---?
memoár#NNI??-----A---?	memorandum#NNN??-----A---?	memoáry#NNIP?-----A---?
memento#NNN??-----A---?	memorandum#NNN??-----A---?	memorovat#V????--??-??I??
melír#NNI??-----A---?	mestic#NNM??-----A---?	melírovaný#AA???----??---?
liturgie#NNF??-----A---?	meta#NNF??-----A---?	metoda#NNF??-----A---?
homonymum#NNN??-----A---?	meta#NNF??-----A---?	metonymie#NNF??-----A---?
artérie#NNF??-----A---?	meta#NNF??-----A---?	meteor#NNI??-----A---?
euforie#NNF??-----A---?	meta#NNF??-----A---?	metafora#NNF??-----A---?
hypotéza#NNF??-----A---?	meta#NNF??-----A---?	metateze#NNF??-----A---?
log#NNI??-----A---?	metabolismus#NNI??-----A---?	parabola#NNF??-----A---?
meta#NNF??-----A---?	metalurgie#NNF??-----A---?	chirurg#NNM??-----A---?
etan#NNI??-----A---?	metyl#NNI??-----A---?	etyl#NNI??-----A---?
kompromis#NNI??-----A---?	metér#NNM??-----A---?	mise#NNF??-----A---?
emoce#NNF??-----A---?	mekat#V????--??-??I??	mnout#V????--??-??I??
macatý#AA???----??---?	míca#NNF??-----A---?	macek#NNM??-----A---?
fix#NNI??-----A---?	mikrofiš#NNI??-----A---?	fixovat#V????--??-??I??
militarní#AA???----??---?	milice#NNF??-----A---?	militarismus#NNI??-----A---?
-mim-#Affixoid	mim#NNM??-----A---?	pantomima#NNF??-----A---?
minimální#AA???----??---?	mini#AAXXX----1A----	minimum#NNN??-----A---?
mini#AAXXX----1A----	minium#NNN??-----A---?	miniatura#NNF??-----A---?
minium#NNN??-----A---?	minorita#NNF??-----A---?	minimum#NNN??-----A---?
minorita#NNF??-----A---?	minus#Db-------------	minimum#NNN??-----A---?
cikcak#Db-------------	mišuňk#NNI??-----A---?	mišmaš#NNI??-----A---?
kmitnout#V????--??-??P??	mlha#NNF??-----A---?	mžít#V????--??-??I??
mamlas#NNM??-----A---?	mluvit#V????--??-??I??	mumlat#V????--??-??I??
komodita#NNF??-----A---?	model#NNI??-----A---?	móda#NNF??-----A---?
modul#NNI??-----A---?	modem#NNI??-----A---?	modulace#NNF??-----A---?
model#NNI??-----A---?	moderátor#NNM??-----A---?	móda#NNF??-----A---?
moderovat#V????--??-??I??	modální#AA???----??---?	móda#NNF??-----A---?
automobil#NNI??-----A---?	moment#NNI??-----A---?	mobilní#AA???----??---?
halogen#NNI??-----A---?	mono#Db-------------	monogram#NNI??-----A---?
-poli-#Affixoid	mono#Db-------------	monopol#NNI??-----A---?
archaický#AA???----??---?	mono#Db-------------	monarchie#NNF??-----A---?
monotonie#NNF??-----A---?	mono#Db-------------	monotónní#AA???----??---?
Madonna#NNF??-----A---?	monsignore#NNM??-----A---?	madam#NNFXX-----A----
amorfní#AA???----??---?	morfém#NNI??-----A---?	morfologie#NNF??-----A---?
morf#NNI??-----A---?	morfium#NNN??-----A---?	morfologie#NNF??-----A---?
morfium#NNN??-----A---?	metamorfóza#NNF??-----A---?	morfologie#NNF??-----A---?
mečet#V????--??-??I??	moto#NNNXX-----A----	motor#NNI??-----A---?
kros#NNI??-----A---?	moto#NNNXX-----A----	motokros#NNI??-----A---?
-cykl-#Affixoid	moto#NNNXX-----A----	motocykl#NNI??-----A---?
euthanazie#NNF??-----A---?	mozek#NNI??-----A---?	morek#NNI??-----A---?
akvamarín#NNI??-----A---?	moře#NNN??-----A---?	marína#NNF??-----A---?
lámat#V????--??-??I??	mramor#NNI??-----A---?	moždíř#NNI??-----A---?
mrdat#V????--??-??I??	mrštit#V????--??-??P??	mrholit#V????--??-??I??
mrknout#V????--??-??P??	mrštit#V????--??-??P??	mrkat#V????--??-??I??
moto#NNNXX-----A----	muka#NNF??-----A---?	mouka#NNF??-----A---?
cekat#V????--??-??I??	muknout#V????--??-??P??	ceknout#V????--??-??P??
emulze#NNF??-----A---?	mulda#NNF??-----A---?	mlezivo#NNN??-----A---?
kauce#NNF??-----A---?	muset#V???---??-??I??	měřit#V????--??-??I??
maso#NNN??-----A---?	máslo#NNN??-----A---?	mast#NNF??-----A---?
menthol#NNI??-----A---?	máta#NNF??-----A---?	mentol#NNI??-----A---?
mimika#NNF??-----A---?	mávat#V????--??-??I??	mámit#V????--??-??I??
muset#V???---??-??I??	máz#NNI??-----A---?	míra#NNF??-----A---?
komuna#NNF??-----A---?	měna#NNF??-----A---?	imunní#AA???----??---?
ves#NNF??-----A----	náměstí#NNN??-----A---?	náves#NNF??-----A----
menstruovat#V????--??-??I??	měsíc#NNI??-----A---?	menstruace#NNF??-----A---?
máz#NNI??-----A---?	měsíc#NNI??-----A---?	měřit#V????--??-??I??
metér#NNM??-----A---?	mše#NNF??-----A---?	mise#NNF??-----A---?
mozek#NNI??-----A---?	můra#NNF??-----A---?	mřít#V????--??-??I??
mráz#NNI??-----A---?	můra#NNF??-----A---?	mrva#NNF??-----A---?
lulat#V????--??-??I??	můra#NNF??-----A---?	babočka#NNF??-----A---?
mlha#NNF??-----A---?	mžik#NNI??-----A---?	mžitka#NNF??-----A---?
nacizmus#NNI??-----A---?	nacionále#NNN??-----A---?	nacismus#NNI??-----A---?
azimut#NNI??-----A---?	nadir#NNI??-----A---?	zenit#NNI??-----A---?
astronautika#NNF??-----A---?	najáda#NNF??-----A---?	astronaut#NNM??-----A---?
játra#NNN??-----A---?	natrium#NNN??-----A---?	nitro#NNN??-----A---?
najáda#NNF??-----A---?	navigace#NNF??-----A---?	astronaut#NNM??-----A---?
metalurgie#NNF??-----A---?	navigace#NNF??-----A---?	agenda#NNF??-----A---?
koncert#NNI??-----A---?	necesér#NNI??-----A---?	recese#NNF??-----A---?
můra#NNF??-----A---?	nedomrlý#AA???----??---?	mřít#V????--??-??I??
silon#NNI??-----A---?	nehet#NNI??-----A---?	noha#NNF??-----A---?
monolit#NNI??-----A---?	neolit#NNI??-----A---?	litografie#NNF??-----A---?
nepotizmus#NNI??-----A---?	neteř#NNF??-----A---?	nepotismus#NNI??-----A---?
Rusko#NNN??-----A---?	nevěsta#NNF??-----A---?	děvka#NNF??-----A---?
snout#V????--??-??P??	nit#NNF??-----A---?	snovat#V????--??-??I??
metabolický#AA???----??---?	noblesa#NNF??-----A---?	ignorovat#V????--??-??I??
mázdra#NNF??-----A---?	nos#NNI??-----A---?	nozdra#NNF??-----A---?
nora#NNF??-----A---?	nořit#V????--??-??I??	norek#NNM??-----A---?
hníst#V????--??-??I??	nudle#NNF??-----A---?	knedlík#NNI??-----A---?
bavit#V????--??-??I??	nutit#V????--??-??I??	unavit#V????--??-??P??
nehet#NNI??-----A---?	nylon#NNI??-----A---?	silon#NNI??-----A---?
mánie#NNF??-----A---?	nymfa#NNF??-----A---?	nymfomanie#NNF??-----A---?
inovovat#V????--??-??I??	nyní#Db-------------	nový#AA???----??---?
jarý#AA???----??---?	nádoba#NNF??-----A---?	zdobit#V????--??-??I??
říct#Vf--------A----	nárok#NNI??-----A---?	výrok#NNI??-----A---?
rock#NNIS?-----A----	nárok#NNI??-----A---?	rok#NNI??-----A---?
natrium#NNN??-----A---?	nístěj#NNF??-----A---?	ňadra#NNNP?-----A----
nuda#NNF??-----A---?	nýt#NNI??-----A---?	nudit#V????--??-??I??
bohatý#A????----??---?	obilí#NNN??-----A---?	zboží#NNN??-----A---?
namítnout#V????--??-??P??	objekt#NNI??-----A---?	předmět#NNI??-----A---?
muka#NNFP?-----A---6	oblak#NNI??-----A---?	obléci#V????--??-??P??
liána#NNF??-----A---?	obligace#NNF??-----A---?	liga#NNF??-----A---?
interval#NNI??-----A---?	oblý#AA???----??---?	valit#V????--??-??I??
flanel#NNI??-----A---?	oblý#AA???----??---?	vlna#NNF??-----A---?
loučit#V????--??-??I??	oblouk#NNI??-----A---?	luk#NNI??-----A---?
vít#V????--??-??I??	obojek#NNI??-----A---?	závoj#NNI??-----A---?
vřít#V????--??-??I??	obora#NNF??-----A---?	závora#NNF??-----A---?
úročit#V????--??-??I??	obrok#NNI??-----A---?	úrok#NNI??-----A---?
konzerva#NNF??-----A---?	observatoř#NNF??-----A---?	rezerva#NNF??-----A---?
kotrmelec#NNI??-----A---?	ocas#NNI??-----A---?	česat#V????--??-??I??
hnát#V????--??-??I??	ocas#NNI??-----A---?	ohon#NNI??-----A---?
griotka#NNF??-----A---?	ocel#NNF??-----A---?	ocet#NNI??-----A---?
chřípí#NNN??-----A---?	ochota#NNF??-----A---?	chuť#NNF??-----A---?
tu#Db-------------	odkud#Db------------?	odsud#Db-------------
lyzol#NNI??-----A---?	odér#NNI??-----A---?	olej#NNI??-----A---?
odorant#NNI??-----A---?	odér#NNI??-----A---?	deodorant#NNI??-----A---?
loajální#AA???----??---?	oficiální#AA???----??---?	deficit#NNI??-----A---?
offside#NNI??-----A---?	ofset#NNI??-----A---?	ofsajd#NNI??-----A---?
kasino#NNN??-----A---?	okazionální#AA???----??---?	incident#NNI??-----A---?
koryto#NNN??-----A---?	oklika#NNF??-----A---?	obklíčit#V????--??-??P??
enkláva#NNF??-----A---?	okluze#NNF??-----A---?	exkluzivní#AA???----??---?
značit#V????--??-??I??	oko#NNN??-----A---?	znak#NNI??-----A---?
lopata#NNF??-----A---?	okultní#AA???----1?---?	emancipace#NNF??-----A---?
mono#Db-------------	oligarchie#NNF??-----A---?	anarchie#NNF??-----A---?
anděl#NNM??-----A---?	oligarchie#NNF??-----A---?	archanděl#NNM??-----A---?
mávat#V????--??-??I??	omega#NNF??-----A---?	mámit#V????--??-??I??
mžik#NNI??-----A---?	omega#NNF??-----A---?	míhat#V????--??-??I??
vzpěčovat#V????--??-??I??	opak#NNI??-----A---?	zpěčovat#V????--??-??I??
kam#Db-----------??	opak#NNI??-----A---?	pak#Db-------------
páka#NNF??-----A---?	opak#NNI??-----A---?	páčit#V????--??-??I??
adoptovat#V????--??-??P??	optativ#NNI??-----A---?	opce#NNF??-----A---?
pesimizmus#NNI??-----A---?	optimismus#NNI??-----A---?	pesimismus#NNI??-----A---?
optimum#NNN??-----A---?	opulentní#AA???----??---?	optimální#AA???----??---?
rádlo#NNN??-----A---?	orat#V????--??-??I??	radlice#NNF??-----A---?
role#NNF??-----A---?	orat#V????--??-??I??	rolník#NNM??-----A---?
ordinární#AA???----??---?	ordinace#NNF??-----A---?	ordinérní#AA???----??---?
navigovat#V????--??-??I??	orgán#NNI??-----A---?	energie#NNF??-----A---?
orient#NNI??-----A---?	originál#AAXXX----1A----	orientální#AA???----??---?
kypět#V????--??-??I??	oslnit#V????--??-??P??	kynout#V????--??-??I??
ocel#NNF??-----A---?	ostroh#NNI??-----A---?	ostruha#NNF??-----A---?
tknout#V???---??-??I??	otka#NNF??-----A---?	zátka#NNF??-----A---?
flusnout#V????--??-??P??	plný#A????----??---?	plout#V????--??-??I??
plachý#AA???----??---?	plný#A????----??---?	pláchnout#V????--??-??P??
bacit#V????--??-??P??	pac#NNFXX-----A----	bacat#V????--??-??I??
chlap#NNM??-----A---?	pachole#NNN??-----A---?	rab#NNM??-----A---?
pasivum#NNN??-----A---?	pacient#NNM??-----A---?	pasivní#AA???----??---?
kompaktáta#NNNP?-----A---?	pacifismus#NNI??-----A---?	pakt#NNI??-----A---?
opak#NNI??-----A---?	pajzl#NNI??-----A---?	pak#Db-------------
ocas#NNI??-----A---?	pajzl#NNI??-----A---?	pakostnice#NNF??-----A---?
orgán#NNI??-----A---?	pan#NNMS?-----A---?	pandemie#NNF??-----A---?
dioptrie#NNF??-----A---?	pan#NNMS?-----A---?	panoptikum#NNN??-----A---?
kulminovat#V????--??-??I??	pangejt#NNI??-----A---?	panchart#NNM??-----A---?
pan#NNMS?-----A---?	panteismus#NNI??-----A---?	panteon#NNI??-----A---?
nedomrlý#AA???----??---?	papež#NNM??-----A---?	táta#NNM??-----A---?
papež#NNM??-----A---?	papila#NNF??-----A---?	papat#V????--??-??I??
drát#V????--??-??I??	papula#NNF??-----A---?	huba#NNF??-----A---?
noblesa#NNF??-----A---?	para#NNIXX-----A----	parabola#NNF??-----A---?
melodie#NNF??-----A---?	para#NNIXX-----A----	parodie#NNF??-----A---?
ortodoxní#AA???----??---?	para#NNIXX-----A----	paradox#NNI??-----A---?
paradesant#NNM??-----A---?	parašutista#NNM??-----A---?	paradesantní#AA???----??---?
parketa#NNF??-----A---?	park#NNI??-----A---?	parket#NNI??-----A---?
kurziva#NNF??-----A---?	parkúr#NNI??-----A---?	kurs#NNI??-----A---?
para#NNIXX-----A----	partes#NNI??-----A---?	notes#NNI??-----A---?
okultní#AA???----1?---?	partikule#NNF??-----A---?	participovat#V????--??-??I??
parcela#NNF??-----A---?	partikule#NNF??-----A---?	part#NNI??-----A---?
parta#NNF??-----A---?	partyzán#NNM??-----A---?	partaj#NNF??-----A---?
partikule#NNF??-----A---?	partyzán#NNM??-----A---?	partie#NNF??-----A---?
komparz#NNI??-----A---?	pasát#NNI??-----A---?	pas#NNI??-----A---?
passat#NNI??-----A---?	pasé#AAXXX----1A----	pas#NNI??-----A---?
opět#Db-------------	pata#NNF??-----A---?	zpět#Db-------------
zápětí#NNN??-----A---?	pata#NNF??-----A---?	vzápětí#Db-------------
pajzl#NNI??-----A---?	patoky#NNIP?-----A---?	pačesy#NNIP?-----A---?
břit#NNI??-----A---?	patoky#NNIP?-----A---?	paběrek#NNI??-----A---?
fráter#NNM??-----A---?	patriot#NNM??-----A---?	páter#NNM??-----A---?
hierarchie#NNF??-----A---?	patriot#NNM??-----A---?	patriarchát#NNI??-----A---?
klnout#V????--??-??I??	patro#NNN??-----A---?	pnout#V????--??-??I??
pat#NNI??-----A---?	patrola#NNF??-----A---?	patka#NNF??-----A---?
materiál#NNI??-----A---?	patrona#NNF??-----A---?	matrice#NNF??-----A---?
měsíc#NNI??-----A---?	patřit#V????--??-??I??	chovat#V????--??-??I??
patoky#NNIP?-----A---?	pazdeří#AA???----1?---?	pačesy#NNIP?-----A---?
pazdeří#AA???----1?---?	pažit#NNI??-----A---?	paběrek#NNI??-----A---?
obilí#NNN??-----A---?	pažit#NNI??-----A---?	žito#NNN??-----A---?
seknout#V????--??-??P??	pažit#NNI??-----A---?	paseka#NNF??-----A---?
pacifizmus#NNI??-----A---?	pažení#NNN??-----?---?	pakt#NNI??-----A---?
propagovat#V????--??-??I??	pažení#NNN??-----?---?	propaganda#NNF??-----A---?
panteizmus#NNI??-----A---?	pedant#NNM??-----A---?	pedagog#NNM??-----A---?
Eros#NNI??-----A---?	pederast#NNM??-----A---?	erotika#NNF??-----A---?
ostružina#NNF??-----A---?	pederast#NNM??-----A---?	pedofil#NNM??-----A---?
pedant#NNM??-----A---?	pediatr#NNM??-----A---?	pedagog#NNM??-----A---?
foniatrie#NNF??-----A---?	pediatr#NNM??-----A---?	psychiatr#NNM??-----A---?
manéž#NNF??-----A---?	pedikúra#NNF??-----A---?	manikúra#NNF??-----A---?
péct#Vf--------A----	peklo#NNN??-----A---?	péci#V????--??-??I??
pauza#NNF??-----A---?	pemza#NNF??-----A---?	pauzovat#V????--??-??I??
kompendium#NNN??-----A---?	pandán#NNI??-----A---?	stipendium#NNN??-----A---?
pendant#NNI??-----A---?	penzum#NNN??-----A---?	penze#NNF??-----A---?
partizán#NNM??-----A---?	percepce#NNF??-----A---?	akceptovat#V????--??-??B??
manžeta#NNF??-----A---?	perfektní#AA???----??---?	afekt#NNI??-----A---?
pediatrie#NNF??-----A---?	periferie#NNF??-----A---?	metafora#NNF??-----A---?
diskuze#NNF??-----A---?	perkuse#NNFP?-----A---?	diskuse#NNF??-----A---?
moment#NNI??-----A---?	perpetuum#NNN??-----A---?	mobilní#AA???----??---?
apetyt#NNI??-----A---?	perpetuum#NNN??-----A---?	petice#NNF??-----A---?
despekt#NNI??-----A---?	perspektiva#NNF??-----A---?	konspekt#NNI??-----A---?
inverze#NNF??-----A---?	perverze#NNF??-----A---?	diverze#NNF??-----A---?
pankejt#NNI??-----A---?	perzifláž#NNF??-----A---?	asistent#NNM??-----A---?
penzum#NNN??-----A---?	peseta#NNF??-----A---?	penze#NNF??-----A---?
hunt#NNI??-----A---?	peskovat#V????--??-??I??	psota#NNF??-----A---?
karcinom#NNI??-----A---?	pesticid#NNI??-----A---?	genocida#NNF??-----A---?
periferie#NNF??-----A---?	pečeť#NNF??-----A---?	pedant#NNM??-----A---?
pederastie#NNF??-----A---?	pečeť#NNF??-----A---?	pedofil#NNM??-----A---?
peklo#NNN??-----A---?	péče#NNF??-----A---?	péci#V????--??-??I??
kárat#V????--??-??I??	péče#NNF??-----A---?	hoře#NNN??-----A---?
píár#NNNXX-----A----	pieta#NNF??-----A---?	piarista#NNM??-----A---?
pestrý#AA???----??---?	pigment#NNI??-----A---?	piha#NNF??-----A---?
pant#NNI??-----A---?	pingl#NNM??-----A---?	bandáž#NNF??-----A---?
pigment#NNI??-----A---?	pinta#NNF??-----A---?	piha#NNF??-----A---?
hnida#NNF??-----A---?	pisoár#NNI??-----A---?	pěchovat#V????--??-??I??
pinta#NNF??-----A---?	pitoreskní#AA???----??---?	psát#V????--??-??I??
balsam#NNI??-----A---?	pižmo#NNN??-----A---?	balzám#NNI??-----A---?
planý#AA???----??---?	planýrovat#V????--??-??I??	pláň#NNF??-----A---?
havíř#NNM??-----A---?	plavat#V????--??-??I??	kovat#V????--??-??I??
playboy#NNM??-----A---?	playback#NNI??-----A---?	plejboj#NNM??-----A---?
planýrovat#V????--??-??I??	plec#NNF??-----A---?	plást#NNI??-----A---?
plec#NNF??-----A---?	pleso#NNN??-----A---?	plást#NNI??-----A---?
plácnout#V????--??-??P??	pleskat#V????--??-??I??	placatý#AA???----??---?
luskat#V????--??-??I??	pleskat#V????--??-??I??	louskat#V????--??-??I??
komplex#NNI??-----A---?	plisovaný#AA???----??---?	komplikovat#V????--??-??I??
plesat#V????--??-??I??	ploský#AA???----??---?	pláň#NNF??-----A---?
plesknout#V????--??-??P??	ploský#AA???----??---?	pleskat#V????--??-??I??
plemeno#NNN??-----A---?	plod#NNI??-----A---?	plémě#NNNS?-----A----
blond#AAXXX----1A----	plomba#NNF??-----A---?	blinkr#NNI??-----A---?
bianco#AAXXX----1A----	plomba#NNF??-----A---?	blanket#NNI??-----A---?
plac#NNI??-----A---?	plotice#NNF??-----A---?	platýs#NNM??-----A---?
folk#AAXXX----1A----	plus#Db-------------	pluk#NNI??-----A---?
